sku,description,principal,product_group,storage_condition,lines,units,sales_value_nzd,abc_velocity,abc_value,lines_per_day,pallets_per_week,pick_location,ground_faces,pick_bins,months_cover,counts_per_year
PH10274,Amoxicillin 250mg Capsules 2x14,Solandra Health,Capsules,Below 25C,64.0,9133.0,221749.24000000002,B,A,0.7529411764705882,0.0895392156862745,Shelving pick bin,0,1,3.1661009525895105,12
PH10275,Gabapentin 300mg Capsules 30s,Marwick Pharmaceuticals,Capsules,Below 25C,61.0,2812.0,53568.6,B,B,0.7176470588235294,0.1531590413943355,Shelving pick bin,0,1,3.9559032716927454,4
PH10276,Doxycycline 100mg Capsules 3x10,Corvane Pharma,Capsules,Below 25C,19.0,1113.0,30407.16,C,B,0.2235294117647059,0.021823529411764707,Direct from reserve,0,0,3.105121293800539,4
PH10277,Tamsulosin 400mcg Capsules 30s,Corvane Pharma,Capsules,Below 25C,5.0,505.0,6686.2,C,C,0.058823529411764705,0.008251633986928105,Direct from reserve,0,0,14.003960396039604,2
PH10278,Itraconazole 100mg Capsules 10x10,Marwick Pharmaceuticals,Capsules,Below 25C,1.0,6.0,51.480000000000004,C,C,0.011764705882352941,0.00014705882352941175,Direct from reserve,0,0,8.0,2
PH10279,Amoxicillin 500mg Capsules 3x10,Marwick Pharmaceuticals,Capsules,Below 25C,14.0,230.0,1414.5,C,C,0.16470588235294117,0.014093137254901961,Direct from reserve,0,0,18.121739130434783,2
PH10280,Tamsulosin 400mcg Capsules 60s,Venrick Laboratories,Capsules,Below 25C,32.0,2622.0,10173.36,B,C,0.3764705882352941,0.06426470588235293,Shelving pick bin,0,1,7.636918382913806,2
PH10281,Gabapentin 300mg Capsules 60s,Corvane Pharma,Capsules,Below 25C,204.0,11209.0,313067.37,A,A,2.4,0.6105119825708061,Ground pick face,1,0,4.483540012489963,12
PH10282,Omeprazole 40mg Capsules 3x10,Corvane Pharma,Capsules,Below 25C,67.0,4021.0,64215.37,B,B,0.788235294117647,0.054752178649237475,Shelving pick bin,0,1,4.9788609798557575,4
PH10283,Iron Folic 150mg Capsules 10x10,Corvane Pharma,Capsules,Below 25C,152.0,12043.0,207139.6,A,A,1.7882352941176471,0.18448223039215686,Ground pick face,1,0,4.608818400730715,12
PH10284,Iron Folic 150mg Capsules 60s,Venrick Laboratories,Capsules,Below 25C,18.0,892.0,10213.4,C,C,0.21176470588235294,0.02915032679738562,Direct from reserve,0,0,12.57847533632287,2
PH10285,Pregabalin 75mg Capsules 2x14,Venrick Laboratories,Capsules,Below 25C,26.0,1637.0,25062.47,B,C,0.3058823529411765,0.03343545751633987,Shelving pick bin,0,1,10.878436163714111,2
PH10286,Itraconazole 100mg Capsules 30s,Corvane Pharma,Capsules,Below 25C,57.0,5782.0,148886.5,B,A,0.6705882352941176,0.07558169934640523,Shelving pick bin,0,1,5.759252853683846,12
PH10287,Gabapentin 300mg Capsules 2x14,Venrick Laboratories,Capsules,Below 25C,42.0,5228.0,33302.36,B,B,0.49411764705882355,0.15376470588235294,Shelving pick bin,0,1,6.409334353481254,4
PH10288,Fluoxetine 20mg Capsules 3x10,Corvane Pharma,Capsules,Below 25C,12.0,524.0,1881.1599999999999,C,C,0.1411764705882353,0.008562091503267973,Direct from reserve,0,0,12.221374045801527,2
PH10289,Omeprazole 40mg Capsules 60s,Marwick Pharmaceuticals,Capsules,Below 25C,80.0,4168.0,42180.159999999996,A,B,0.9411764705882353,0.05837535014005602,Ground pick face,1,0,7.563339731285988,4
PH10290,Cefalexin 250mg Capsules 10x10,Corvane Pharma,Capsules,Below 25C,37.0,1688.0,15867.2,B,C,0.43529411764705883,0.062058823529411763,Shelving pick bin,0,1,3.5260663507109005,2
PH10291,Omeprazole 40mg Capsules 30s,Marwick Pharmaceuticals,Capsules,Below 25C,10.0,300.0,8547.0,C,C,0.11764705882352941,0.024509803921568627,Direct from reserve,0,0,5.786666666666667,2
PH10292,Iron Folic 150mg Capsules 3x10,Marwick Pharmaceuticals,Capsules,Below 25C,45.0,1837.0,26177.25,B,C,0.5294117647058824,0.02501361655773421,Shelving pick bin,0,1,4.875340228633642,2
PH10293,Itraconazole 100mg Capsules 3x10,Corvane Pharma,Capsules,Below 25C,10.0,1588.0,35142.439999999995,C,B,0.11764705882352941,0.011676470588235295,Direct from reserve,0,0,11.97984886649874,4
PH10294,Pregabalin 150mg Capsules 10x10,Corvane Pharma,Capsules,Below 25C,19.0,1564.0,24242.0,C,C,0.2235294117647059,0.007666666666666666,Direct from reserve,0,0,13.08695652173913,2
PH10295,Tamsulosin 400mcg Capsules 2x14,Venrick Laboratories,Capsules,Below 25C,16.0,2538.0,55734.48,C,B,0.18823529411764706,0.02488235294117647,Direct from reserve,0,0,9.241922773837667,4
PH10296,Vitamin D3 1000IU Capsules 3x10,Venrick Laboratories,Capsules,Below 25C,24.0,4109.0,85179.57,C,B,0.2823529411764706,0.12085294117647058,Direct from reserve,0,0,14.018009247992213,4
PH10297,Amoxicillin 500mg Capsules 30s,Corvane Pharma,Capsules,Below 25C,108.0,5379.0,17643.12,A,C,1.2705882352941176,0.11718954248366013,Ground pick face,1,0,11.078639152258784,2
PH10298,Tamsulosin 400mcg Capsules 10x10,Venrick Laboratories,Capsules,Below 25C,3.0,1322.0,25250.2,C,C,0.03529411764705882,0.05400326797385621,Direct from reserve,0,0,17.921331316187594,2
PH10299,Iron Folic 150mg Capsules 30s,Corvane Pharma,Capsules,Below 25C,49.0,3500.0,66150.0,B,B,0.5764705882352941,0.05718954248366012,Shelving pick bin,0,1,3.6685714285714286,4
PH10300,Iron Folic 150mg Capsules 2x14,Corvane Pharma,Capsules,Below 25C,20.0,823.0,5201.360000000001,C,C,0.23529411764705882,0.008965141612200436,Direct from reserve,0,0,5.32685297691373,2
PH10301,Doxycycline 100mg Capsules 2x14,Venrick Laboratories,Capsules,Below 25C,7.0,234.0,1691.8200000000002,C,C,0.08235294117647059,0.0032773109243697477,Direct from reserve,0,0,3.58974358974359,2
PH10302,Fish Oil Omega-3 1000mg Capsules 3x10,Corvane Pharma,Capsules,Below 25C,3.0,285.0,2280.0,C,C,0.03529411764705882,0.00931372549019608,Direct from reserve,0,0,19.29824561403509,2
PH10303,Omeprazole 40mg Capsules 2x14,Venrick Laboratories,Capsules,Below 25C,65.0,4391.0,94143.04000000001,B,B,0.7647058823529411,0.07174836601307188,Shelving pick bin,0,1,6.5160555682076975,4
PH10305,Pregabalin 75mg Capsules 60s,Solandra Health,Capsules,Below 25C,34.0,2232.0,30779.28,B,B,0.4,0.03907563025210085,Shelving pick bin,0,1,2.206093189964158,4
PH10306,Omeprazole 40mg Capsules 10x10,Corvane Pharma,Capsules,Below 25C,53.0,3989.0,59835.0,B,B,0.6235294117647059,0.12221200980392158,Shelving pick bin,0,1,6.741539232890449,4
PH10307,Vitamin D3 1000IU Capsules 2x14,Corvane Pharma,Capsules,Below 25C,248.0,22973.0,674257.55,A,A,2.9176470588235293,0.2111488970588235,Ground pick face,1,0,4.873373090149306,12
PH10308,Pregabalin 75mg Capsules 10x10,Marwick Pharmaceuticals,Capsules,Below 25C,276.0,21605.0,336389.85000000003,A,A,3.2470588235294118,0.7060457516339871,Ground pick face,1,0,3.86317981948623,12
PH10309,Fluoxetine 20mg Capsules 2x14,Venrick Laboratories,Capsules,Below 25C,108.0,5863.0,41334.15,A,B,1.2705882352941176,0.7185049019607843,Ground pick face,1,0,6.907726419921542,4
PH10310,Amoxicillin 500mg Capsules 60s,Venrick Laboratories,Capsules,Below 25C,110.0,6230.0,101175.2,A,A,1.2941176470588236,0.10179738562091503,Ground pick face,1,0,1.4253611556982344,12
PH10311,Gabapentin 300mg Capsules 3x10,Venrick Laboratories,Capsules,Below 25C,800.0,54251.0,572348.05,A,A,9.411764705882353,0.886454248366013,Ground pick face,1,0,4.840611232972664,12
PH10312,Amoxicillin 250mg Capsules 3x10,Corvane Pharma,Capsules,Below 25C,58.0,4552.0,56353.76,B,B,0.6823529411764706,0.08264342774146695,Shelving pick bin,0,1,4.304920913884007,4
PH10313,Cefalexin 250mg Capsules 30s,Venrick Laboratories,Capsules,Below 25C,89.0,6781.0,79676.75,A,B,1.0470588235294118,0.11396638655462185,Ground pick face,1,0,13.898834980091433,4
PH10314,Fish Oil Omega-3 1000mg Capsules 30s,Corvane Pharma,Capsules,Below 25C,70.0,4928.0,133598.08,B,A,0.8235294117647058,0.1207843137254902,Shelving pick bin,0,1,6.349025974025974,12
PH10315,Cefalexin 250mg Capsules 60s,Venrick Laboratories,Capsules,Below 25C,11.0,1396.0,16040.04,C,C,0.12941176470588237,0.013686274509803921,Direct from reserve,0,0,7.455587392550143,2
PH10316,Doxycycline 100mg Capsules 30s,Venrick Laboratories,Capsules,Below 25C,26.0,911.0,14648.88,B,C,0.3058823529411765,0.02977124183006536,Shelving pick bin,0,1,7.771679473106476,2
PH10317,Omeprazole 20mg Capsules 60s,Corvane Pharma,Capsules,Below 25C,42.0,4543.0,115619.34999999999,B,A,0.49411764705882355,0.021209150326797387,Shelving pick bin,0,1,3.487563284173454,12
PH10318,Cefalexin 500mg Capsules 10x10,Corvane Pharma,Capsules,Below 25C,33.0,1733.0,15735.64,B,C,0.38823529411764707,0.04247549019607843,Shelving pick bin,0,1,6.435083669936526,2
PH10319,Cefalexin 500mg Capsules 3x10,Corvane Pharma,Capsules,Below 25C,37.0,2447.0,42284.16,B,B,0.43529411764705883,0.1332788671023965,Shelving pick bin,0,1,3.5275847977114836,4
PH10320,Tamsulosin 400mcg Capsules 3x10,Venrick Laboratories,Capsules,Below 25C,14.0,444.0,3742.92,C,C,0.16470588235294117,0.014509803921568627,Direct from reserve,0,0,6.900900900900901,2
PH10321,Cefalexin 250mg Capsules 2x14,Venrick Laboratories,Capsules,Below 25C,81.0,5086.0,38348.44,A,B,0.9529411764705882,0.051940359477124186,Ground pick face,1,0,6.463232402674007,4
PH10322,Fluoxetine 20mg Capsules 10x10,Marwick Pharmaceuticals,Capsules,Below 25C,11.0,625.0,7843.75,C,C,0.12941176470588237,0.0025531045751633987,Direct from reserve,0,0,9.7024,2
PH10323,Amoxicillin 250mg Capsules 60s,Venrick Laboratories,Capsules,Below 25C,66.0,5221.0,141541.31,B,A,0.7764705882352941,0.09597426470588236,Shelving pick bin,0,1,9.388239800804444,12
PH10324,Omeprazole 20mg Capsules 3x10,Corvane Pharma,Capsules,Below 25C,9.0,235.0,2154.95,C,C,0.10588235294117647,0.005759803921568627,Direct from reserve,0,0,8.493617021276595,2
PH10325,Omeprazole 20mg Capsules 10x10,Venrick Laboratories,Capsules,Below 25C,0.0,0.0,0.0,D,D,0.0,0.0,No pick face,0,0,inf,1
PH10326,Cefalexin 500mg Capsules 60s,Solandra Health,Capsules,Below 25C,7.0,745.0,14803.150000000001,C,C,0.08235294117647059,0.012173202614379085,Direct from reserve,0,0,17.99194630872483,2
PH10327,Vitamin D3 1000IU Capsules 60s,Venrick Laboratories,Capsules,Below 25C,23.0,730.0,20615.199999999997,C,C,0.27058823529411763,0.05964052287581698,Direct from reserve,0,0,9.441095890410958,2
PH10328,Amoxicillin 250mg Capsules 10x10,Corvane Pharma,Capsules,Below 25C,92.0,4426.0,67540.76,A,B,1.0823529411764705,0.24106753812636164,Ground pick face,1,0,3.7921373700858565,4
PH10329,Pregabalin 150mg Capsules 60s,Venrick Laboratories,Capsules,Below 25C,18.0,689.0,17080.309999999998,C,C,0.21176470588235294,0.0062545388525780685,Direct from reserve,0,0,2.653120464441219,2
PH10330,Fish Oil Omega-3 1000mg Capsules 60s,Venrick Laboratories,Capsules,Below 25C,20.0,1212.0,9283.92,C,C,0.23529411764705882,0.0396078431372549,Direct from reserve,0,0,7.37953795379538,2
PH10331,Cetirizine 5mg/5ml Syrup 200ml,Solandra Health,Syrups,Below 25C,71.0,3658.0,25386.52,B,C,0.8352941176470589,0.24904684095860566,Shelving pick bin,0,1,6.40787315472936,2
PH10332,Paracetamol 120mg/5ml Syrup 100ml,Solandra Health,Syrups,Below 25C,21.0,1114.0,3631.64,C,C,0.24705882352941178,0.05572228891556622,Direct from reserve,0,0,2.8940754039497305,2
PH10333,Cough Expectorant Syrup 100ml,Halvora Healthcare,Syrups,Below 25C,76.0,2801.0,18122.469999999998,B,C,0.8941176470588236,0.17162990196078431,Shelving pick bin,0,1,3.8657622277757944,2
PH10334,Multivitamin Syrup 200ml,Halvora Healthcare,Syrups,Below 25C,239.0,8589.0,73779.51,A,B,2.8117647058823527,0.30073529411764705,Ground pick face,1,0,12.188147630690418,4
PH10335,Iron Tonic Syrup 200ml,Solandra Health,Syrups,Below 25C,190.0,8781.0,41182.89000000001,A,B,2.235294117647059,0.19927832244008714,Ground pick face,1,0,13.29370231180959,4
PH10336,Iron Tonic Syrup 60ml,Solandra Health,Syrups,Below 25C,11.0,452.0,2395.6,C,C,0.12941176470588237,0.013848039215686276,Direct from reserve,0,0,7.84070796460177,2
PH10338,Paracetamol 120mg/5ml Syrup 60ml,Halvora Healthcare,Syrups,Below 25C,611.0,30153.0,108550.8,A,A,7.188235294117647,0.5278886554621849,Ground pick face,1,0,2.9192451829005406,12
PH10339,Amoxicillin 125mg/5ml Dry Syrup 60ml,Halvora Healthcare,Syrups,Below 25C,203.0,8149.0,35855.600000000006,A,B,2.388235294117647,0.28532913165266105,Ground pick face,1,0,3.208737268376488,4
PH10340,Loratadine 5mg/5ml Syrup 200ml,Halvora Healthcare,Syrups,Below 25C,301.0,15665.0,107148.59999999999,A,A,3.541176470588235,0.3199550653594771,Ground pick face,1,0,10.341015001595915,12
PH10342,Ibuprofen 100mg/5ml Suspension 60ml,Halvora Healthcare,Syrups,Below 25C,13.0,739.0,4456.17,C,C,0.15294117647058825,0.030187908496732023,Direct from reserve,0,0,7.7347767253044655,2
PH10343,Cough Expectorant Syrup 60ml,Halvora Healthcare,Syrups,Below 25C,106.0,3525.0,29856.750000000004,A,B,1.2470588235294118,0.41141456582633057,Ground pick face,1,0,5.767943262411348,4
PH10344,Cetirizine 5mg/5ml Syrup 60ml,Halvora Healthcare,Syrups,Below 25C,6.0,244.0,2242.3599999999997,C,C,0.07058823529411765,0.007475490196078431,Direct from reserve,0,0,6.409836065573771,2
PH10345,Lactulose 3.3g/5ml Solution 100ml,Solandra Health,Syrups,Below 25C,21.0,712.0,3859.04,C,C,0.24705882352941178,0.0727124183006536,Direct from reserve,0,0,3.460674157303371,2
PH10346,Salbutamol 2mg/5ml Syrup 200ml,Solandra Health,Syrups,Below 25C,77.0,3345.0,28432.5,B,B,0.9058823529411765,0.09109477124183009,Shelving pick bin,0,1,5.861883408071749,4
PH10347,Iron Tonic Syrup 100ml,Solandra Health,Syrups,Below 25C,48.0,2275.0,26799.5,B,C,0.5647058823529412,0.12391067538126362,Shelving pick bin,0,1,5.35032967032967,2
PH10348,Cough Expectorant Syrup 200ml,Solandra Health,Syrups,Below 25C,15.0,677.0,6973.1,C,C,0.17647058823529413,0.04097070927136287,Direct from reserve,0,0,2.806499261447563,2
PH10349,Antacid Oral Suspension 100ml,Halvora Healthcare,Syrups,Below 25C,72.0,2348.0,10871.24,B,C,0.8470588235294118,0.07193627450980392,Shelving pick bin,0,1,5.459965928449744,2
PH10350,Amoxicillin 125mg/5ml Dry Syrup 200ml,Halvora Healthcare,Syrups,Below 25C,25.0,1125.0,12667.5,B,C,0.29411764705882354,0.02757352941176471,Shelving pick bin,0,1,6.001777777777778,2
PH10351,Antacid Oral Suspension 200ml,Solandra Health,Syrups,Below 25C,93.0,3571.0,13926.9,A,C,1.0941176470588236,0.36468545751633985,Ground pick face,1,0,5.5603472416690005,2
PH10352,Paracetamol 120mg/5ml Syrup 200ml,Halvora Healthcare,Syrups,Below 25C,17.0,318.0,1167.06,C,C,0.2,0.0051960784313725495,Direct from reserve,0,0,22.842767295597483,2
PH10353,Multivitamin Syrup 60ml,Halvora Healthcare,Syrups,Below 25C,36.0,2369.0,12839.98,B,C,0.4235294117647059,0.048386437908496734,Shelving pick bin,0,1,6.689742507387083,2
PH10354,Oral Rehydration Solution 200ml,Halvora Healthcare,Syrups,Below 25C,5.0,211.0,2515.12,C,C,0.058823529411764705,0.004596949891067539,Direct from reserve,0,0,7.090047393364929,2
PH10355,Loratadine 5mg/5ml Syrup 100ml,Solandra Health,Syrups,Below 25C,563.0,22528.0,236994.56,A,A,6.623529411764705,0.6816751391914792,Ground pick face,1,0,3.2308238636363638,12
PH10356,Azithromycin 200mg/5ml Suspension 200ml,Solandra Health,Syrups,Below 25C,352.0,18564.0,185083.08000000002,A,A,4.141176470588236,0.4739583333333333,Ground pick face,1,0,4.352725705666882,12
PH10357,Amoxicillin 125mg/5ml Dry Syrup 100ml,Solandra Health,Syrups,Below 25C,8.0,339.0,1549.23,C,C,0.09411764705882353,0.01107843137254902,Direct from reserve,0,0,3.752212389380531,2
PH10358,Oral Rehydration Solution 60ml,Halvora Healthcare,Syrups,Below 25C,16.0,323.0,3472.25,C,C,0.18823529411764706,0.007916666666666667,Direct from reserve,0,0,5.758513931888545,2
PH10359,Salbutamol 2mg/5ml Syrup 60ml,Solandra Health,Syrups,Below 25C,182.0,10416.0,109368.0,A,A,2.1411764705882352,0.1891067538126362,Ground pick face,1,0,3.0844854070660523,12
PH10360,Cetirizine 5mg/5ml Syrup 100ml,Halvora Healthcare,Syrups,Below 25C,7.0,286.0,3291.86,C,C,0.08235294117647059,0.006230936819172113,Direct from reserve,0,0,11.146853146853147,2
PH10361,Antacid Oral Suspension 60ml,Halvora Healthcare,Syrups,Below 25C,139.0,5813.0,39005.23,A,B,1.6352941176470588,0.15830610021786493,Ground pick face,1,0,2.8597970067091003,4
PH10362,Salbutamol 2mg/5ml Syrup 100ml,Halvora Healthcare,Syrups,Below 25C,128.0,6080.0,32041.6,A,B,1.5058823529411764,0.24836601307189543,Ground pick face,1,0,4.363815789473684,4
PH10363,Multivitamin Syrup 100ml,Solandra Health,Syrups,Below 25C,17.0,731.0,7953.280000000001,C,C,0.2,0.01990740740740741,Direct from reserve,0,0,2.971272229822161,2
PH10364,Loratadine 5mg/5ml Syrup 60ml,Halvora Healthcare,Syrups,Below 25C,183.0,8619.0,32062.68,A,B,2.152941176470588,0.1467013888888889,Ground pick face,1,0,3.613412228796844,4
PH10365,Ibuprofen 100mg/5ml Suspension 100ml,Solandra Health,Syrups,Below 25C,52.0,2276.0,15613.36,B,C,0.611764705882353,0.2066085693536674,Shelving pick bin,0,1,5.253075571177504,2
PH10366,Lactulose 3.3g/5ml Solution 60ml,Halvora Healthcare,Syrups,Below 25C,45.0,1652.0,14735.84,B,C,0.5294117647058824,0.05998547567175017,Shelving pick bin,0,1,5.174334140435835,2
PH10367,Zinc Sulfate Syrup 200ml,Solandra Health,Syrups,Below 25C,55.0,2848.0,18284.16,B,C,0.6470588235294118,0.08725490196078432,Shelving pick bin,0,1,11.47191011235955,2
PH10368,Lactulose 3.3g/5ml Solution 200ml,Solandra Health,Syrups,Below 25C,49.0,2535.0,26110.5,B,C,0.5764705882352941,0.09708180147058823,Shelving pick bin,0,1,9.598422090729784,2
PH10369,Ibuprofen 100mg/5ml Suspension 200ml,Solandra Health,Syrups,Below 25C,1.0,20.0,62.400000000000006,C,C,0.011764705882352941,0.002334267040149393,Direct from reserve,0,0,10.0,2
PH10370,Zinc Sulfate Syrup 60ml,Halvora Healthcare,Syrups,Below 25C,40.0,1455.0,10796.1,B,C,0.47058823529411764,0.03714767156862745,Shelving pick bin,0,1,10.081099656357388,2
PH10371,Glucose 4% + NaCl 0.18% IV 250ml Bag,Clearford Infusions,IV Fluids,Below 25C,46.0,1789.0,10161.519999999999,B,C,0.5411764705882353,0.5481004901960785,Shelving pick bin,0,1,6.403577417551705,2
PH10372,Glucose 4% + NaCl 0.18% IV 1000ml Bag,Clearford Infusions,IV Fluids,Below 25C,43.0,1876.0,3676.96,B,C,0.5058823529411764,0.5108932461873639,Shelving pick bin,0,1,5.963752665245202,2
PH10373,Compound Sodium Lactate IV 1000ml Bottle,Clearford Infusions,IV Fluids,Below 25C,118.0,3775.0,19101.5,A,C,1.388235294117647,1.8504901960784312,Ground pick face,1,0,3.104635761589404,2
PH10374,Sodium Chloride 0.45% IV 1000ml Bottle,Clearford Infusions,IV Fluids,Below 25C,27.0,613.0,1526.3700000000001,B,C,0.3176470588235294,0.08346949891067539,Shelving pick bin,0,1,6.309951060358891,2
PH10375,Dextrose 5% IV 1000ml Bag,Clearford Infusions,IV Fluids,Below 25C,85.0,2784.0,15033.6,A,C,1.0,0.3411764705882353,Ground pick face,1,0,6.517241379310345,2
PH10376,Sodium Chloride 0.9% IV 1000ml Bottle,Clearford Infusions,IV Fluids,Below 25C,146.0,5957.0,23113.16,A,C,1.7176470588235293,0.9733660130718955,Ground pick face,1,0,3.334564378042639,2
PH10377,Dextrose 10% IV 250ml Bag,Clearford Infusions,IV Fluids,Below 25C,18.0,412.0,1779.8400000000001,C,C,0.21176470588235294,0.06732026143790851,Direct from reserve,0,0,6.524271844660194,2
PH10378,Sodium Chloride 0.9% IV 1000ml Bag,Clearford Infusions,IV Fluids,Below 25C,57.0,1197.0,5877.27,B,C,0.6705882352941176,0.3667279411764706,Shelving pick bin,0,1,10.990810359231412,2
PH10379,Glucose 4% + NaCl 0.18% IV 500ml Bag,Clearford Infusions,IV Fluids,Below 25C,17.0,779.0,4284.5,C,C,0.2,0.3818627450980392,Direct from reserve,0,0,6.197689345314505,2
PH10380,Compound Sodium Lactate IV 1000ml Bag,Clearford Infusions,IV Fluids,Below 25C,51.0,2010.0,6512.400000000001,B,C,0.6,0.7882352941176471,Shelving pick bin,0,1,3.000995024875622,2
PH10381,Dextrose 5% IV 500ml Bag,Clearford Infusions,IV Fluids,Below 25C,174.0,6090.0,13946.1,A,C,2.0470588235294116,0.7463235294117648,Ground pick face,1,0,5.042364532019705,2
PH10382,Glucose 4% + NaCl 0.18% IV 1000ml Bottle,Clearford Infusions,IV Fluids,Below 25C,114.0,4009.0,15715.279999999999,A,C,1.3411764705882352,1.3101307189542482,Ground pick face,1,0,3.35445248191569,2
PH10383,Sodium Chloride 0.45% IV 250ml Bag,Clearford Infusions,IV Fluids,Below 25C,3.0,167.0,257.18,C,C,0.03529411764705882,0.027287581699346405,Direct from reserve,0,0,17.580838323353294,2
PH10384,Compound Sodium Lactate IV 250ml Bag,Clearford Infusions,IV Fluids,Below 25C,11.0,503.0,900.37,C,C,0.12941176470588237,0.12328431372549019,Direct from reserve,0,0,4.882703777335984,2
PH10385,Glucose 4% + NaCl 0.18% IV 500ml Bottle,Clearford Infusions,IV Fluids,Below 25C,102.0,4500.0,25020.0,A,C,1.2,0.6617647058823529,Ground pick face,1,0,3.080888888888889,2
PH10386,Dextrose 10% IV 1000ml Bottle,Clearford Infusions,IV Fluids,Below 25C,3.0,205.0,707.25,C,C,0.03529411764705882,0.10049019607843136,Direct from reserve,0,0,12.429268292682927,2
PH10387,Dextrose 10% IV 500ml Bottle,Clearford Infusions,IV Fluids,Below 25C,34.0,1186.0,4684.7,B,C,0.4,0.38758169934640524,Shelving pick bin,0,1,6.350758853288364,2
PH10388,Dextrose 10% IV 1000ml Bag,Clearford Infusions,IV Fluids,Below 25C,13.0,279.0,485.46,C,C,0.15294117647058825,0.08547794117647059,Direct from reserve,0,0,8.716845878136201,2
PH10389,Sodium Chloride 0.45% IV 500ml Bag,Clearford Infusions,IV Fluids,Below 25C,58.0,1459.0,2903.41,B,C,0.6823529411764706,0.572156862745098,Shelving pick bin,0,1,9.527073337902673,2
PH10390,Compound Sodium Lactate IV 500ml Bag,Clearford Infusions,IV Fluids,Below 25C,0.0,0.0,0.0,D,D,0.0,0.0,No pick face,0,0,inf,1
PH10391,Compound Sodium Lactate IV 500ml Bottle,Clearford Infusions,IV Fluids,Below 25C,29.0,1841.0,6811.700000000001,B,C,0.3411764705882353,0.3760212418300653,Shelving pick bin,0,1,4.2020640956002175,2
PH10392,Sodium Chloride 0.9% IV 500ml Bottle,Clearford Infusions,IV Fluids,Below 25C,39.0,1275.0,3468.0000000000005,B,C,0.4588235294117647,0.3125,Shelving pick bin,0,1,2.5819607843137256,2
PH10393,Dextrose 5% IV 500ml Bottle,Clearford Infusions,IV Fluids,Below 25C,2.0,290.0,623.5,C,C,0.023529411764705882,0.07897603485838779,Direct from reserve,0,0,10.303448275862069,2
PH10394,Dextrose 10% IV 500ml Bag,Clearford Infusions,IV Fluids,Below 25C,113.0,5283.0,21290.49,A,C,1.3294117647058823,0.863235294117647,Ground pick face,1,0,3.994699981071361,2
PH10395,Dextrose 5% IV 250ml Bag,Clearford Infusions,IV Fluids,Below 25C,96.0,3165.0,13229.699999999999,A,C,1.1294117647058823,1.2928921568627452,Ground pick face,1,0,3.8913112164297,2
PH10396,Hydrocortisone 100mg Vial 1s,Dunmore Therapeutics,Injections,2-8C,78.0,2926.0,65249.8,B,B,0.9176470588235294,0.09562091503267973,Shelving pick bin,0,1,8.630211893369788,4
PH10397,Pantoprazole 40mg Vial 10s,Tessaline Biologics,Injections,Below 25C,5.0,275.0,3038.75,C,C,0.058823529411764705,0.003851540616246499,Direct from reserve,0,0,10.705454545454545,2
PH10398,Heparin 5000IU/ml 5ml Vial 10s,Tessaline Biologics,Injections,2-8C,31.0,5970.0,37372.2,B,B,0.36470588235294116,0.02787114845938375,Shelving pick bin,0,1,10.702177554438862,4
PH10399,Enoxaparin 40mg Prefilled Syringe 1s,Clearford Infusions,Injections,Below 25C,17.0,1150.0,42653.50000000001,C,B,0.2,0.009395424836601307,Direct from reserve,0,0,12.486956521739131,4
PH10400,Pantoprazole 40mg Vial 1s,Dunmore Therapeutics,Injections,Below 25C,94.0,9854.0,173430.40000000002,A,A,1.1058823529411765,0.04025326797385621,Ground pick face,1,0,13.52668966916988,12
PH10401,Lidocaine 2% 5ml Ampoule 10s,Dunmore Therapeutics,Injections,Below 25C,77.0,4712.0,180281.12,B,A,0.9058823529411765,0.06929411764705883,Shelving pick bin,0,1,3.5993208828522922,12
PH10402,Cefuroxime 750mg Vial 10s,Clearford Infusions,Injections,Below 25C,14.0,515.0,14589.949999999999,C,C,0.16470588235294117,0.002103758169934641,Direct from reserve,0,0,5.770873786407767,2
PH10403,Amikacin 500mg/2ml Vial 5s,Tessaline Biologics,Injections,Below 25C,33.0,2090.0,81092.0,B,B,0.38823529411764707,0.054640522875816985,Shelving pick bin,0,1,7.203827751196172,4
PH10404,Tramadol 100mg/2ml Ampoule 1s,Dunmore Therapeutics,Injections,Below 25C,73.0,2847.0,48228.18,B,B,0.8588235294117647,0.03044919786096257,Shelving pick bin,0,1,6.724271162627327,4
PH10405,Metoclopramide 10mg/2ml Ampoule 5s,Dunmore Therapeutics,Injections,2-8C,26.0,1629.0,11859.12,B,C,0.3058823529411765,0.043556149732620314,Shelving pick bin,0,1,10.025782688766114,2
PH10406,Dexamethasone 4mg/ml Ampoule 5s,Dunmore Therapeutics,Injections,2-8C,73.0,4465.0,94970.55,B,B,0.8588235294117647,0.14591503267973857,Shelving pick bin,0,1,5.627771556550952,4
PH10407,Pantoprazole 40mg Vial 5s,Dunmore Therapeutics,Injections,Below 25C,35.0,2059.0,33561.700000000004,B,B,0.4117647058823529,0.0756985294117647,Shelving pick bin,0,1,5.952404079650315,4
PH10408,Tramadol 100mg/2ml Ampoule 5s,Tessaline Biologics,Injections,Below 25C,25.0,2131.0,59923.72,B,B,0.29411764705882354,0.03482026143790849,Shelving pick bin,0,1,3.36931018301267,4
PH10409,Lidocaine 2% 5ml Ampoule 5s,Clearford Infusions,Injections,Below 25C,11.0,1615.0,33123.65,C,B,0.12941176470588237,0.009895833333333331,Direct from reserve,0,0,6.563467492260062,4
