sku,description,principal,category,product_group,storage_condition,units_per_case,case_length_cm,case_width_cm,case_height_cm,case_cbm,case_weight_kg,unit_cost_nzd,ti_cases_per_layer,hi_layers
PH10341,Azithromycin 200mg/5ml Suspension 60ml,Solandra Health,Pharma,Syrups,Below 25C,60,38.3,26.0,0.0,0.01703,9.75,10.33,8,5
PH10342,Ibuprofen 100mg/5ml Suspension 60ml,Halvora Healthcare,Pharma,Syrups,Below 25C,36,43.7,26.2,18.2,0.02084,15.91,6.03,8,7
PH10343,Cough Expectorant Syrup 60ml,Halvora Healthcare,Pharma,Syrups,Below 25C,24,33.0,34.9,23.6,0.02718,19.58,8.47,7,3
PH10344,Cetirizine 5mg/5ml Syrup 60ml,Halvora Healthcare,Pharma,Syrups,Below 25C,48,42.4,29.2,19.1,0.02365,15.06,9.19,8,5
PH10345,Lactulose 3.3g/5ml Solution 100ml,Solandra Health,Pharma,Syrups,Below 25C,24,44.9,33.1,17.1,0.02541,19.59,5.42,4,6
PH10346,Salbutamol 2mg/5ml Syrup 200ml,Solandra Health,Pharma,Syrups,Below 25C,36,37.3,22.2,20.0,0.01656,9.5,8.5,12,5
PH10347,Iron Tonic Syrup 100ml,Solandra Health,Pharma,Syrups,Below 25C,36,40.9,33.6,22.6,0.03106,19.95,11.78,6,5
PH10348,Cough Expectorant Syrup 200ml,Solandra Health,Pharma,Syrups,Below 25C,36,34.2,27.0,21.2,0.01958,11.39,10.3,9,3
PH10349,Antacid Oral Suspension 100ml,Halvora Healthcare,Pharma,Syrups,Below 25C,48,40.5,22.2,21.5,0.01933,12.85,4.63,10,4
PH10350,Amoxicillin 125mg/5ml Dry Syrup 200ml,Halvora Healthcare,Pharma,Syrups,Below 25C,48,36.1,24.5,22.4,0.01981,14.05,11.26,10,5
PH10351,Antacid Oral Suspension 200ml,Solandra Health,Pharma,Syrups,Below 25C,24,38.0,33.9,21.1,0.02718,20.82,3.9,6,4
PH10352,Paracetamol 120mg/5ml Syrup 200ml,Halvora Healthcare,Pharma,Syrups,Below 25C,60,37.3,24.3,17.6,0.01595,10.07,3.67,12,6
PH10353,Multivitamin Syrup 60ml,Halvora Healthcare,Pharma,Syrups,Below 25C,60,33.5,25.4,19.0,0.01617,11.05,5.42,8,6
PH10354,Oral Rehydration Solution 200ml,Halvora Healthcare,Pharma,Syrups,Below 25C,60,35.3,30.1,22.5,0.02391,14.92,11.92,9,6
PH10355,Loratadine 5mg/5ml Syrup 100ml,Solandra Health,Pharma,Syrups,Below 25C,36,31.9,32.0,18.0,0.01837,12.97,10.52,9,7
PH10356,Azithromycin 200mg/5ml Suspension 200ml,Solandra Health,Pharma,Syrups,Below 25C,48,42.9,24.8,15.9,0.01692,9.34,9.97,8,6
PH10357,Amoxicillin 125mg/5ml Dry Syrup 100ml,Solandra Health,Pharma,Syrups,Below 25C,60,41.6,31.1,25.0,0.03234,20.73,4.57,6,6
PH10358,Oral Rehydration Solution 60ml,Halvora Healthcare,Pharma,Syrups,Below 25C,60,36.7,20.2,21.1,0.01564,10.25,10.75,10,4
PH10359,Salbutamol 2mg/5ml Syrup 60ml,Solandra Health,Pharma,Syrups,Below 25C,60,38.3,25.7,17.2,0.01693,13.27,10.5,9,8
PH10360,Cetirizine 5mg/5ml Syrup 100ml,Halvora Healthcare,Pharma,Syrups,Below 25C,60,38.2,30.9,17.3,0.02042,13.25,11.51,9,5
PH10361,Antacid Oral Suspension 60ml,Halvora Healthcare,Pharma,Syrups,Below 25C,36,36.6,21.8,18.4,0.01468,11.6,6.71,12,5
PH10362,Salbutamol 2mg/5ml Syrup 100ml,Halvora Healthcare,Pharma,Syrups,Below 25C,24,36.8,20.6,18.6,0.0141,10.93,5.27,12,5
PH10363,Multivitamin Syrup 100ml,Solandra Health,Pharma,Syrups,Below 25C,48,38.0,26.4,21.3,0.02137,14.97,10.88,9,6
PH10364,Loratadine 5mg/5ml Syrup 60ml,Halvora Healthcare,Pharma,Syrups,Below 25C,48,38.9,24.9,15.7,0.01521,9.66,3.72,12,8
PH10365,Ibuprofen 100mg/5ml Suspension 100ml,Solandra Health,Pharma,Syrups,Below 25C,36,35.2,28.4,24.6,0.02459,18.76,6.86,9,2
PH10366,Lactulose 3.3g/5ml Solution 60ml,Halvora Healthcare,Pharma,Syrups,Below 25C,36,34.6,27.1,18.4,0.01725,13.69,8.92,9,0
PH10367,Zinc Sulfate Syrup 200ml,Solandra Health,Pharma,Syrups,Below 25C,48,44.6,27.9,20.7,0.02576,16.09,6.42,8,6
PH10368,Lactulose 3.3g/5ml Solution 200ml,Solandra Health,Pharma,Syrups,Below 25C,48,41.5,28.0,15.4,0.01789,12.94,10.3,8,4
PH10369,Ibuprofen 100mg/5ml Suspension 200ml,Solandra Health,Pharma,Syrups,Below 25C,24,35.2,30.7,17.7,0.01913,11.97,3.12,7,3
PH10370,Zinc Sulfate Syrup 60ml,Halvora Healthcare,Pharma,Syrups,Below 25C,48,35.1,21.2,18.8,0.01399,9.79,7.42,12,4
PH10371,Glucose 4% + NaCl 0.18% IV 250ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,12,50.6,36.5,22.4,0.04137,37.49,5.68,4,6
PH10372,Glucose 4% + NaCl 0.18% IV 1000ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,12,52.5,32.2,22.2,0.03753,32.89,1.96,6,4
PH10373,Compound Sodium Lactate IV 1000ml Bottle,Clearford Infusions,Pharma,IV Fluids,Below 25C,12,45.8,39.1,27.9,0.04996,49.79,5.06,5,3
PH10374,Sodium Chloride 0.45% IV 1000ml Bottle,Clearford Infusions,Pharma,IV Fluids,Below 25C,24,45.2,30.6,27.9,0.03859,36.5,2.49,6,4
PH10375,Dextrose 5% IV 1000ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,24,52.7,30.7,21.3,0.03446,31.21,5.4,4,7
PH10376,Sodium Chloride 0.9% IV 1000ml Bottle,Clearford Infusions,Pharma,IV Fluids,Below 25C,20,45.9,31.4,21.6,0.03113,31.1,3.88,6,5
PH10377,Dextrose 10% IV 250ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,20,45.4,30.2,27.8,0.03812,36.84,4.32,6,4
PH10378,Sodium Chloride 0.9% IV 1000ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,12,48.8,32.6,25.9,0.0412,36.92,4.91,4,5
PH10379,Glucose 4% + NaCl 0.18% IV 500ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,10,45.4,37.3,24.1,0.04081,40.35,5.5,6,3
PH10380,Compound Sodium Lactate IV 1000ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,10,50.2,30.5,28.1,0.04302,36.84,3.24,5,3
PH10381,Dextrose 5% IV 500ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,20,41.5,34.5,20.6,0.02949,27.86,2.29,6,5
PH10382,Glucose 4% + NaCl 0.18% IV 1000ml Bottle,Clearford Infusions,Pharma,IV Fluids,Below 25C,10,42.6,33.6,21.8,0.0312,28.69,3.92,6,3
PH10383,Sodium Chloride 0.45% IV 250ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,24,57.0,39.9,20.7,0.04708,42.85,1.54,3,5
PH10384,Compound Sodium Lactate IV 250ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,20,58.7,33.9,25.1,0.04995,48.91,1.79,4,5
PH10385,Glucose 4% + NaCl 0.18% IV 500ml Bottle,Clearford Infusions,Pharma,IV Fluids,Below 25C,20,40.6,31.8,26.3,0.03396,31.6,5.56,5,4
PH10386,Dextrose 10% IV 1000ml Bottle,Clearford Infusions,Pharma,IV Fluids,Below 25C,10,43.7,34.3,28.4,0.04257,40.95,3.45,6,2
PH10387,Dextrose 10% IV 500ml Bottle,Clearford Infusions,Pharma,IV Fluids,Below 25C,10,55.0,31.3,21.2,0.0365,33.54,3.95,6,4
PH10388,Dextrose 10% IV 1000ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,24,59.8,39.0,25.0,0.0583,52.58,1.74,2,4
PH10389,Sodium Chloride 0.45% IV 500ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,10,42.8,35.1,24.4,0.03666,36.5,1.99,5,4
PH10390,Compound Sodium Lactate IV 500ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,12,45.6,38.4,24.1,0.0422,41.51,2.03,6,4
PH10391,Compound Sodium Lactate IV 500ml Bottle,Clearford Infusions,Pharma,IV Fluids,Below 25C,24,58.6,33.8,28.2,0.05586,50.39,3.7,4,3
PH10392,Sodium Chloride 0.9% IV 500ml Bottle,Clearford Infusions,Pharma,IV Fluids,Below 25C,12,45.2,32.9,20.6,0.03063,28.09,2.72,5,4
PH10393,Dextrose 5% IV 500ml Bottle,Clearford Infusions,Pharma,IV Fluids,Below 25C,12,41.6,35.5,26.9,0.03973,37.6,2.15,6,4
PH10394,Dextrose 10% IV 500ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,20,49.2,35.2,24.1,0.04174,38.83,4.03,6,4
PH10395,Dextrose 5% IV 250ml Bag,Clearford Infusions,Pharma,IV Fluids,Below 25C,12,58.1,32.5,28.3,0.05344,52.24,4.18,6,3
PH10396,Hydrocortisone 100mg Vial 1s,Dunmore Therapeutics,Pharma,Injections,2-8C,50,40.7,34.3,24.3,0.03392,4.96,22.3,6,6
PH10397,Pantoprazole 40mg Vial 10s,Tessaline Biologics,Pharma,Injections,Below 25C,100,30.2,22.1,21.9,0.01462,2.91,11.05,14,3
PH10398,Heparin 5000IU/ml 5ml Vial 10s,Tessaline Biologics,Pharma,Injections,2-8C,200,35.6,25.2,13.2,0.01184,1.85,6.26,7,9
PH10399,Enoxaparin 40mg Prefilled Syringe 1s,Clearford Infusions,Pharma,Injections,Below 25C,100,34.8,31.2,15.4,0.01672,4.03,37.09,9,8
PH10400,Pantoprazole 40mg Vial 1s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,38.2,23.4,20.4,0.01824,2.23,17.6,12,6
PH10401,Lidocaine 2% 5ml Ampoule 10s,Dunmore Therapeutics,Pharma,Injections,Below 25C,100,26.4,33.9,15.5,0.01387,2.97,38.26,8,5
PH10402,Cefuroxime 750mg Vial 10s,Clearford Infusions,Pharma,Injections,Below 25C,200,33.1,25.5,13.1,0.01106,1.35,28.33,12,6
PH10403,Amikacin 500mg/2ml Vial 5s,Tessaline Biologics,Pharma,Injections,Below 25C,50,30.4,32.7,21.8,0.02167,4.52,38.8,9,5
PH10404,Tramadol 100mg/2ml Ampoule 1s,Dunmore Therapeutics,Pharma,Injections,Below 25C,50,41.8,23.0,12.8,0.01231,1.75,16.94,10,11
PH10405,Metoclopramide 10mg/2ml Ampoule 5s,Dunmore Therapeutics,Pharma,Injections,2-8C,50,38.4,22.5,14.8,0.01279,1.88,7.28,11,4
PH10406,Dexamethasone 4mg/ml Ampoule 5s,Dunmore Therapeutics,Pharma,Injections,2-8C,50,41.9,30.6,13.8,0.01769,3.98,21.27,6,6
PH10407,Pantoprazole 40mg Vial 5s,Dunmore Therapeutics,Pharma,Injections,Below 25C,50,40.6,24.7,17.2,0.01725,4.22,16.3,8,4
PH10408,Tramadol 100mg/2ml Ampoule 5s,Tessaline Biologics,Pharma,Injections,Below 25C,100,32.6,31.1,20.7,0.02099,5.01,28.12,9,4
PH10409,Lidocaine 2% 5ml Ampoule 5s,Clearford Infusions,Pharma,Injections,Below 25C,200,25.7,28.6,18.1,0.0133,2.4,20.51,12,4
PH10410,Ondansetron 4mg/2ml Ampoule 10s,Tessaline Biologics,Pharma,Injections,Below 25C,100,30.5,34.5,20.6,0.02168,4.54,10.58,9,6
PH10411,Cefuroxime 750mg Vial 5s,Dunmore Therapeutics,Pharma,Injections,2-8C,50,27.8,26.7,18.7,0.01388,2.3,29.77,11,5
PH10412,Lidocaine 2% 5ml Ampoule 1s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,31.3,31.8,20.3,0.02021,3.9,33.68,9,5
PH10413,Metoclopramide 10mg/2ml Ampoule 1s,Dunmore Therapeutics,Pharma,Injections,Below 25C,100,29.4,24.7,21.5,0.01561,3.87,22.14,16,4
PH10414,Furosemide 20mg/2ml Ampoule 5s,Tessaline Biologics,Pharma,Injections,Below 25C,100,42.1,20.3,20.5,0.01752,2.67,25.08,10,4
PH10415,Metoclopramide 10mg/2ml Ampoule 10s,Clearford Infusions,Pharma,Injections,2-8C,50,25.7,27.7,19.2,0.01367,2.68,36.67,12,5
PH10416,Heparin 5000IU/ml 5ml Vial 1s,Tessaline Biologics,Pharma,Injections,Below 25C,200,37.3,28.5,17.0,0.01807,3.7,30.57,9,5
PH10417,Ketorolac 30mg/ml Ampoule 1s,Dunmore Therapeutics,Pharma,Injections,2-8C,50,26.7,34.9,22.3,0.02078,2.92,31.92,9,4
PH10418,Ketorolac 30mg/ml Ampoule 10s,Tessaline Biologics,Pharma,Injections,Below 25C,200,30.9,23.0,16.9,0.01201,2.6,20.65,15,6
PH10419,Dexamethasone 4mg/ml Ampoule 10s,Clearford Infusions,Pharma,Injections,Below 25C,100,33.8,30.2,21.3,0.02174,5.33,11.01,9,5
PH10420,Enoxaparin 40mg Prefilled Syringe 10s,Tessaline Biologics,Pharma,Injections,Below 25C,100,27.4,30.0,15.1,0.01241,2.73,19.72,12,8
PH10421,Heparin 5000IU/ml 5ml Vial 5s,Tessaline Biologics,Pharma,Injections,Below 25C,200,38.4,20.7,18.8,0.01494,2.61,12.49,12,5
PH10422,Amikacin 500mg/2ml Vial 10s,Dunmore Therapeutics,Pharma,Injections,Below 25C,100,34.2,31.7,21.3,0.02309,3.99,38.6,9,6
PH10423,Enoxaparin 40mg Prefilled Syringe 5s,Dunmore Therapeutics,Pharma,Injections,Below 25C,100,41.2,23.9,20.3,0.01999,3.93,18.23,8,6
PH10424,Furosemide 20mg/2ml Ampoule 10s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,34.9,27.8,13.7,0.01329,3.21,4.27,9,5
PH10425,Dexamethasone 4mg/ml Ampoule 1s,Dunmore Therapeutics,Pharma,Injections,2-8C,100,43.4,22.1,21.5,0.02062,3.02,4.85,8,3
PH10426,Ketorolac 30mg/ml Ampoule 5s,Clearford Infusions,Pharma,Injections,2-8C,100,36.3,31.3,22.7,0.02579,3.22,16.12,9,4
PH10427,Amikacin 500mg/2ml Vial 1s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,27.2,30.8,18.2,0.01525,3.57,20.48,12,3
PH10428,Hydrocortisone 100mg Vial 5s,Tessaline Biologics,Pharma,Injections,2-8C,100,25.2,22.7,19.8,0.01133,1.53,19.31,16,3
PH10429,Furosemide 20mg/2ml Ampoule 1s,Dunmore Therapeutics,Pharma,Injections,Below 25C,50,26.6,29.7,23.0,0.01817,4.38,37.9,12,3
PH10430,Tramadol 100mg/2ml Ampoule 10s,Tessaline Biologics,Pharma,Injections,Below 25C,200,31.9,31.2,14.6,0.01453,2.26,21.71,8,8
PH10431,Ceftriaxone 1g Vial 10s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,37.7,32.6,18.0,0.02212,3.69,21.38,9,5
PH10432,Cefuroxime 750mg Vial 1s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,33.5,28.4,24.8,0.02359,3.2,12.76,9,2
PH10433,Ceftriaxone 1g Vial 5s,Tessaline Biologics,Pharma,Injections,Below 25C,50,43.9,32.8,12.0,0.01728,3.26,16.89,4,9
PH10434,Ceftriaxone 1g Vial 1s,Tessaline Biologics,Pharma,Injections,2-8C,200,41.4,27.5,21.7,0.02471,5.06,16.57,8,4
PH10435,Ondansetron 4mg/2ml Ampoule 5s,Dunmore Therapeutics,Pharma,Injections,Below 25C,200,35.4,21.9,22.2,0.01721,3.01,19.11,12,4
PH10436,Insulin Biphasic 30/70 100IU/ml 10ml Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,20,29.9,19.9,17.9,0.01065,2.61,82.81,20,7
PH10437,Hepatitis B Vaccine 10mcg Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,20,36.1,16.3,18.3,0.01077,2.33,49.27,18,6
PH10438,Insulin Isophane 100IU/ml 10ml Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,27.7,27.3,19.3,0.01459,2.85,38.68,11,3
PH10439,Insulin Lispro 100IU/ml 1x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,39.5,20.5,21.9,0.01773,3.21,74.46,12,5
PH10440,Insulin Aspart 100IU/ml 5x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,24.9,29.7,23.8,0.0176,4.26,106.56,16,4
PH10441,Rabies Vaccine 1ml Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,32.9,27.6,22.5,0.02043,3.24,29.68,12,5
PH10442,Insulin Lispro 100IU/ml 10ml Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,39.3,27.7,23.5,0.02558,4.87,63.35,9,2
PH10443,Insulin Isophane 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,36.6,23.3,18.9,0.01612,4.81,69.13,10,5
PH10444,Influenza Vaccine 0.5ml PFS,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,33.1,26.9,13.1,0.01166,3.41,66.05,12,5
PH10445,Insulin Glargine 100IU/ml 5x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,29.7,16.1,23.3,0.01114,2.39,81.54,24,6
PH10446,Insulin Glargine 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Pharma,Cold Chain,2-8C,20,29.9,19.2,11.9,0.00683,1.77,30.94,19,7
PH10447,Insulin Aspart 100IU/ml 10ml Vial,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,31.2,26.6,10.6,0.0088,2.12,83.05,12,12
PH10448,Erythropoietin 4000IU PFS,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,22.3,28.1,16.0,0.01003,1.92,105.59,16,8
PH10449,Insulin Aspart 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,24.3,28.9,14.6,0.01025,2.71,49.97,14,10
PH10450,Insulin Glargine 100IU/ml 1x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,20,21.4,20.7,18.2,0.00806,1.92,78.46,19,6
PH10451,Insulin Aspart 100IU/ml 1x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,34.3,19.5,18.2,0.01217,1.95,84.83,14,6
PH10452,Insulin Lispro 100IU/ml 5x3ml Cartridge,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,23.8,20.9,16.9,0.00841,1.38,46.14,20,8
PH10453,Insulin Biphasic 30/70 100IU/ml 1x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,20,34.4,19.6,18.2,0.01227,2.92,21.35,15,4
PH10454,Insulin Isophane 100IU/ml 1x3ml Pen,Tessaline Biologics,Pharma,Cold Chain,2-8C,10,32.6,17.0,0.0,0.01341,2.89,86.38,21,2
PH10455,Tetanus Toxoid Vaccine 0.5ml,Tessaline Biologics,Pharma,Cold Chain,2-8C,50,31.0,29.4,23.3,0.02124,3.73,104.28,11,5
PH10456,Fusidic Acid 2% Cream 30g,Halvora Healthcare,Pharma,Topicals,Below 25C,72,41.8,35.0,24.0,0.03511,10.94,13.63,6,3
PH10457,Miconazole 2% Cream 30g,Solandra Health,Pharma,Topicals,Below 25C,96,44.8,24.3,16.6,0.01807,6.49,4.35,8,5
PH10458,Hydrocortisone 1% Cream 30g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,43.6,21.5,21.7,0.02034,9.34,6.13,10,5
PH10459,Fusidic Acid 2% Cream 50g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,96,33.8,24.5,20.3,0.01681,5.4,10.53,12,5
PH10460,Emollient Cream 15g,Halvora Healthcare,Pharma,Topicals,Below 25C,72,33.0,23.7,15.3,0.01197,4.09,14.78,15,8
PH10461,Clotrimazole 1% Cream 15g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,43.6,29.8,16.9,0.02196,6.73,6.45,8,8
PH10462,Betamethasone 0.1% Ointment 15g,Solandra Health,Pharma,Topicals,Below 25C,48,33.6,20.7,19.5,0.01356,5.95,9.78,11,7
PH10463,Diclofenac 1% Gel 15g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,144,36.4,24.7,23.0,0.02068,8.78,14.9,12,4
PH10464,Clotrimazole 1% Cream 30g,Solandra Health,Pharma,Topicals,Below 25C,96,40.9,26.7,23.6,0.02577,8.74,11.75,8,5
PH10465,Calamine Lotion 50g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,32.4,23.9,21.2,0.01642,5.25,10.57,14,4
PH10466,Aciclovir 5% Cream 50g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,144,39.5,27.4,20.9,0.02262,8.23,6.04,9,5
PH10467,Calamine Lotion 15g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,31.1,31.7,18.3,0.01804,6.6,9.85,9,4
PH10468,Diclofenac 1% Gel 30g,Solandra Health,Pharma,Topicals,Below 25C,96,37.1,23.3,17.5,0.01513,4.84,4.27,12,8
PH10469,Diclofenac 1% Gel 50g,Solandra Health,Pharma,Topicals,Below 25C,72,35.3,29.6,16.2,0.01693,7.08,7.28,9,5
PH10470,Salicylic Acid Ointment 30g,Solandra Health,Pharma,Topicals,Below 25C,96,30.6,32.8,18.3,0.01837,9.14,8.56,8,4
PH10471,Mupirocin 2% Ointment 50g,Solandra Health,Pharma,Topicals,Below 25C,144,38.7,29.2,17.1,0.01932,9.26,11.27,9,8
PH10472,Miconazole 2% Cream 50g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,48,32.1,21.6,18.8,0.01304,5.32,9.96,15,5
PH10473,Miconazole 2% Cream 15g,Halvora Healthcare,Pharma,Topicals,Below 25C,96,39.1,32.8,0.0,0.03206,15.9,6.11,9,5
PH10474,Salicylic Acid Ointment 50g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,31.1,23.0,18.7,0.01338,0.0,3.29,15,8
PH10475,Betamethasone 0.1% Ointment 30g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,48,40.6,27.5,17.8,0.01987,8.65,7.37,8,3
PH10476,Betamethasone 0.1% Ointment 50g,Solandra Health,Pharma,Topicals,Below 25C,48,38.1,24.8,22.5,0.02126,7.79,5.55,10,4
PH10477,Salicylic Acid Ointment 15g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,96,31.7,30.1,23.9,0.0228,9.06,5.87,9,6
PH10478,Emollient Cream 30g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,96,43.1,29.3,22.6,0.02854,14.06,12.62,8,3
PH10479,Emollient Cream 50g,Solandra Health,Pharma,Topicals,Below 25C,96,40.0,31.9,19.5,0.02488,10.29,13.96,9,5
PH10480,Calamine Lotion 30g,Solandra Health,Pharma,Topicals,Below 25C,48,31.6,23.2,19.5,0.0143,4.58,14.71,15,4
PH10481,Mupirocin 2% Ointment 15g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,72,41.6,29.3,21.6,0.02633,10.25,14.05,15,5
PH10482,Silver Sulfadiazine 1% Cream 30g,Pellaro Eye & Skin,Pharma,Topicals,Below 25C,96,33.7,23.1,23.5,0.01829,8.51,13.13,11,3
PH10483,Silver Sulfadiazine 1% Cream 15g,Halvora Healthcare,Pharma,Topicals,Below 25C,48,40.2,32.2,23.6,0.03055,14.02,13.26,6,3
PH10484,Hydrocortisone 1% Cream 50g,Solandra Health,Pharma,Topicals,Below 25C,144,39.8,25.8,22.2,0.0228,8.9,13.77,8,4
PH10485,Hydrocortisone 1% Cream 15g,Solandra Health,Pharma,Topicals,Below 25C,72,35.2,26.8,21.4,0.02019,6.35,13.45,12,5
PH10486,Artificial Tears Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,33.6,24.7,12.1,0.01004,1.77,13.81,12,7
PH10487,Timolol 0.5% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,34.0,20.3,19.6,0.01353,2.47,16.53,12,4
PH10488,Chloramphenicol 0.5% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,30.8,23.3,16.2,0.01163,0.0,17.73,15,4
PH10489,Ketorolac 0.5% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,300,37.0,25.3,14.5,0.01357,3.52,26.7,7,6
PH10490,Artificial Tears Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,300,35.2,26.8,13.9,0.01311,2.61,6.96,9,9
PH10491,Ciprofloxacin 0.3% Eye Drops 10ml,Arcadine Pharma,Pharma,Eye Drops,Below 25C,300,25.3,21.6,13.6,0.00743,1.25,17.71,16,11
PH10492,Prednisolone Acetate 1% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,38.1,21.6,10.1,0.00831,2.12,20.42,12,12
PH10493,Prednisolone Acetate 1% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,25.9,27.1,17.3,0.01214,3.31,20.93,12,8
PH10494,Timolol 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,100,25.9,28.1,15.6,0.01135,2.79,14.46,12,5
PH10495,Chloramphenicol 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,36.9,25.5,17.0,0.016,3.8,14.05,7,7
PH10496,Olopatadine 0.1% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,100,31.9,20.4,11.3,0.00735,1.28,22.4,13,13
PH10497,Latanoprost 0.005% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,100,32.5,29.0,13.9,0.0131,1.98,16.36,10,10
PH10498,Brimonidine 0.2% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,100,29.5,24.2,11.7,0.00835,1.7,10.66,16,5
PH10499,Brimonidine 0.2% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,300,35.5,28.1,13.8,0.01377,3.77,29.65,9,6
PH10500,Ketorolac 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,32.5,29.8,11.6,0.01123,2.52,4.67,12,9
PH10501,Ciprofloxacin 0.3% Eye Drops 5ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,100,39.7,21.3,11.1,0.00939,2.24,24.75,10,6
PH10502,Moxifloxacin 0.5% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,39.0,21.5,17.2,0.01442,3.31,5.77,12,0
PH10503,Olopatadine 0.1% Eye Drops 10ml,Arcadine Pharma,Pharma,Eye Drops,Below 25C,300,39.5,29.4,11.0,0.01277,2.15,26.19,9,6
PH10504,Tobramycin 0.3% Eye Drops 10ml,Pellaro Eye & Skin,Pharma,Eye Drops,Below 25C,200,30.4,26.6,15.7,0.0127,3.39,4.39,12,7
PH10505,Latanoprost 0.005% Eye Drops 5ml,Arcadine Pharma,Pharma,Eye Drops,Below 25C,200,31.2,26.6,14.4,0.01195,1.83,17.45,12,10
PH10506,Beclometasone 100mcg Inhaler 120 Dose,Marwick Pharmaceuticals,Pharma,Inhalers,Below 25C,50,48.4,26.3,22.2,0.02826,4.94,15.49,8,6
