order_no,order_date,customer_id,channel,sku,qty_units
510917,2026-01-02,DST-0012,Distributor,PH10169,100
510917,2026-01-02,DST-0012,Distributor,PH10186,240
510917,2026-01-02,DST-0012,Distributor,PH10018,400
510917,2026-01-02,DST-0012,Distributor,PH10052,180
510917,2026-01-02,DST-0012,Distributor,PH10456,248
510918,2026-01-02,HSP-0001,Hospital,SG20036,49
510918,2026-01-02,HSP-0001,Hospital,SG20041,37
510919,2026-01-02,HSP-0002,Hospital,PH10401,11
510919,2026-01-02,HSP-0002,Hospital,PH10248,74
510919,2026-01-02,HSP-0002,Hospital,PH10531,42
510919,2026-01-02,HSP-0002,Hospital,PH10185,110
510919,2026-01-02,HSP-0002,Hospital,PH10248,95
510919,2026-01-02,HSP-0002,Hospital,PH10130,20
510920,2026-01-02,HSP-0003,Hospital,PH10356,79
510920,2026-01-02,HSP-0003,Hospital,PH10139,73
510921,2026-01-02,HSP-0005,Hospital,PH10496,43
510922,2026-01-02,HSP-0006,Hospital,PH10183,81
510922,2026-01-02,HSP-0006,Hospital,PH10335,64
510922,2026-01-02,HSP-0006,Hospital,PH10297,43
510923,2026-01-02,HSP-0007,Hospital,PH10328,23
510923,2026-01-02,HSP-0007,Hospital,SG20021,35
510924,2026-01-02,HSP-0008,Hospital,PH10018,42
510924,2026-01-02,HSP-0008,Hospital,PH10132,67
510924,2026-01-02,HSP-0008,Hospital,PH10193,59
510924,2026-01-02,HSP-0008,Hospital,PH10084,55
510924,2026-01-02,HSP-0008,Hospital,PH10217,33
510924,2026-01-02,HSP-0008,Hospital,PH10401,106
510925,2026-01-02,HSP-0009,Hospital,PH10148,26
510925,2026-01-02,HSP-0009,Hospital,PH10103,38
510925,2026-01-02,HSP-0009,Hospital,PH10215,55
510926,2026-01-02,HSP-0010,Hospital,PH10049,111
510926,2026-01-02,HSP-0010,Hospital,SG20011,43
510926,2026-01-02,HSP-0010,Hospital,PH10153,11
510926,2026-01-02,HSP-0010,Hospital,PH10311,22
510926,2026-01-02,HSP-0010,Hospital,PH10178,66
510926,2026-01-02,HSP-0010,Hospital,PH10449,82
510926,2026-01-02,HSP-0010,Hospital,PH10496,58
510927,2026-01-02,HSP-0011,Hospital,PH10236,33
510927,2026-01-02,HSP-0011,Hospital,PH10057,37
510927,2026-01-02,HSP-0011,Hospital,PH10048,44
510927,2026-01-02,HSP-0011,Hospital,PH10257,25
510928,2026-01-02,HSP-0013,Hospital,PH10365,29
510929,2026-01-02,HSP-0014,Hospital,PH10061,19
510929,2026-01-02,HSP-0014,Hospital,PH10311,43
510929,2026-01-02,HSP-0014,Hospital,PH10270,103
510929,2026-01-02,HSP-0014,Hospital,PH10052,80
510930,2026-01-02,HSP-0015,Hospital,SG20005,114
510930,2026-01-02,HSP-0015,Hospital,PH10009,36
510931,2026-01-02,HSP-0016,Hospital,PH10331,29
510931,2026-01-02,HSP-0016,Hospital,PH10035,70
510931,2026-01-02,HSP-0016,Hospital,PH10085,115
510932,2026-01-02,HSP-0017,Hospital,PH10183,77
510932,2026-01-02,HSP-0017,Hospital,PH10122,13
510932,2026-01-02,HSP-0017,Hospital,PH10297,33
510932,2026-01-02,HSP-0017,Hospital,PH10011,54
510933,2026-01-02,HSP-0018,Hospital,PH10270,86
510934,2026-01-02,HSP-0019,Hospital,PH10082,88
510934,2026-01-02,HSP-0019,Hospital,PH10035,14
510935,2026-01-02,HSP-0020,Hospital,PH10206,32
510935,2026-01-02,HSP-0020,Hospital,PH10191,90
510935,2026-01-02,HSP-0020,Hospital,PH10209,69
510935,2026-01-02,HSP-0020,Hospital,PH10119,73
510936,2026-01-02,HSP-0021,Hospital,PH10215,35
510936,2026-01-02,HSP-0021,Hospital,SG20020,94
510936,2026-01-02,HSP-0021,Hospital,PH10528,27
510936,2026-01-02,HSP-0021,Hospital,PH10162,90
510936,2026-01-02,HSP-0021,Hospital,SG20021,66
510936,2026-01-02,HSP-0021,Hospital,PH10166,74
510936,2026-01-02,HSP-0021,Hospital,PH10194,80
510937,2026-01-02,HSP-0022,Hospital,PH10281,90
510937,2026-01-02,HSP-0022,Hospital,PH10426,88
510938,2026-01-02,HSP-0023,Hospital,PH10514,71
510938,2026-01-02,HSP-0023,Hospital,PH10335,96
510938,2026-01-02,HSP-0023,Hospital,PH10420,74
510938,2026-01-02,HSP-0023,Hospital,PH10107,19
510938,2026-01-02,HSP-0023,Hospital,PH10060,94
510938,2026-01-02,HSP-0023,Hospital,PH10074,102
510939,2026-01-02,HSP-0024,Hospital,PH10284,21
510939,2026-01-02,HSP-0024,Hospital,PH10432,97
510939,2026-01-02,HSP-0024,Hospital,PH10043,31
510939,2026-01-02,HSP-0024,Hospital,PH10356,83
510939,2026-01-02,HSP-0024,Hospital,SG20043,102
510939,2026-01-02,HSP-0024,Hospital,PH10355,54
510940,2026-01-02,HSP-0025,Hospital,PH10023,70
510940,2026-01-02,HSP-0025,Hospital,PH10193,51
510940,2026-01-02,HSP-0025,Hospital,PH10339,81
510941,2026-01-02,HSP-0026,Hospital,PH10193,12
510941,2026-01-02,HSP-0026,Hospital,PH10356,109
510941,2026-01-02,HSP-0026,Hospital,PH10311,21
510941,2026-01-02,HSP-0026,Hospital,PH10292,85
510941,2026-01-02,HSP-0026,Hospital,PH10196,109
510941,2026-01-02,HSP-0026,Hospital,PH10165,86
510942,2026-01-02,HSP-0027,Hospital,PH10438,51
510942,2026-01-02,HSP-0027,Hospital,PH10111,63
510942,2026-01-02,HSP-0027,Hospital,SG20021,10
510942,2026-01-02,HSP-0027,Hospital,PH10250,22
510943,2026-01-02,HSP-0029,Hospital,PH10052,48
510944,2026-01-02,HSP-0030,Hospital,PH10149,10
510944,2026-01-02,HSP-0030,Hospital,SG20048,14
510944,2026-01-02,HSP-0030,Hospital,PH10446,31
510945,2026-01-02,HSP-0031,Hospital,PH10085,10
510945,2026-01-02,HSP-0031,Hospital,PH10169,117
510945,2026-01-02,HSP-0031,Hospital,PH10191,111
510946,2026-01-02,HSP-0032,Hospital,PH10071,37
510946,2026-01-02,HSP-0032,Hospital,SG20046,90
510946,2026-01-02,HSP-0032,Hospital,PH10032,95
510946,2026-01-02,HSP-0032,Hospital,PH10289,101
510946,2026-01-02,HSP-0032,Hospital,PH10057,52
510947,2026-01-02,HSP-0033,Hospital,PH10004,100
510947,2026-01-02,HSP-0033,Hospital,PH10185,99
510947,2026-01-02,HSP-0033,Hospital,SG20021,82
510948,2026-01-02,HSP-0034,Hospital,PH10311,99
510948,2026-01-02,HSP-0034,Hospital,PH10527,12
510948,2026-01-02,HSP-0034,Hospital,PH10316,62
510948,2026-01-02,HSP-0034,Hospital,PH10420,50
510948,2026-01-02,HSP-0034,Hospital,SG20016,75
510949,2026-01-02,HSP-0035,Hospital,PH10432,22
510949,2026-01-02,HSP-0035,Hospital,PH10230,72
510949,2026-01-02,HSP-0035,Hospital,PH10193,38
510949,2026-01-02,HSP-0035,Hospital,PH10166,17
510949,2026-01-02,HSP-0035,Hospital,PH10307,70
510949,2026-01-02,HSP-0035,Hospital,PH10205,100
510949,2026-01-02,HSP-0035,Hospital,PH10112,91
510950,2026-01-02,HSP-0036,Hospital,PH10355,116
510950,2026-01-02,HSP-0036,Hospital,PH10093,66
510950,2026-01-02,HSP-0036,Hospital,PH10359,37
510950,2026-01-02,HSP-0036,Hospital,PH10395,64
510950,2026-01-02,HSP-0036,Hospital,PH10095,38
510950,2026-01-02,HSP-0036,Hospital,PH10230,25
510951,2026-01-02,HSP-0037,Hospital,PH10245,28
510952,2026-01-02,HSP-0038,Hospital,PH10420,31
510952,2026-01-02,HSP-0038,Hospital,PH10172,103
510952,2026-01-02,HSP-0038,Hospital,PH10065,21
510952,2026-01-02,HSP-0038,Hospital,PH10331,85
510953,2026-01-02,PHM-0001,Pharmacy,PH10200,10
510953,2026-01-02,PHM-0001,Pharmacy,PH10196,8
510953,2026-01-02,PHM-0001,Pharmacy,PH10093,12
510954,2026-01-02,PHM-0002,Pharmacy,SG20006,9
510954,2026-01-02,PHM-0002,Pharmacy,PH10189,2
510954,2026-01-02,PHM-0002,Pharmacy,SG20016,4
510955,2026-01-02,PHM-0004,Pharmacy,PH10335,11
510956,2026-01-02,PHM-0005,Pharmacy,PH10179,6
510956,2026-01-02,PHM-0005,Pharmacy,PH10500,10
510957,2026-01-02,PHM-0007,Pharmacy,PH10139,2
510958,2026-01-02,PHM-0008,Pharmacy,PH10085,10
510958,2026-01-02,PHM-0008,Pharmacy,PH10522,10
510959,2026-01-02,PHM-0009,Pharmacy,PH10200,7
510960,2026-01-02,PHM-0011,Pharmacy,PH10095,4
510961,2026-01-02,PHM-0012,Pharmacy,PH10394,3
510961,2026-01-02,PHM-0012,Pharmacy,PH10075,8
510962,2026-01-02,PHM-0013,Pharmacy,PH10427,5
510962,2026-01-02,PHM-0013,Pharmacy,PH10454,10
510962,2026-01-02,PHM-0013,Pharmacy,PH10356,6
510963,2026-01-02,PHM-0015,Pharmacy,PH10353,10
510963,2026-01-02,PHM-0015,Pharmacy,PH10281,11
510963,2026-01-02,PHM-0015,Pharmacy,PH10230,4
510963,2026-01-02,PHM-0015,Pharmacy,PH10150,5
510964,2026-01-02,PHM-0016,Pharmacy,PH10452,10
510964,2026-01-02,PHM-0016,Pharmacy,SG20043,3
510964,2026-01-02,PHM-0016,Pharmacy,PH10432,4
510965,2026-01-02,PHM-0017,Pharmacy,PH10410,6
510965,2026-01-02,PHM-0017,Pharmacy,PH10236,6
510966,2026-01-02,PHM-0018,Pharmacy,SG20054,5
510966,2026-01-02,PHM-0018,Pharmacy,PH10085,9
510966,2026-01-02,PHM-0018,Pharmacy,SG20011,7
510966,2026-01-02,PHM-0018,Pharmacy,SG20017,9
510967,2026-01-02,PHM-0019,Pharmacy,PH10196,3
510967,2026-01-02,PHM-0019,Pharmacy,PH10119,11
510968,2026-01-02,PHM-0020,Pharmacy,PH10356,12
510969,2026-01-02,PHM-0021,Pharmacy,PH10101,2
510969,2026-01-02,PHM-0021,Pharmacy,PH10196,4
510970,2026-01-02,PHM-0022,Pharmacy,SG20021,3
510970,2026-01-02,PHM-0022,Pharmacy,PH10176,3
510971,2026-01-02,PHM-0023,Pharmacy,PH10420,10
510972,2026-01-02,PHM-0025,Pharmacy,SG20016,6
510972,2026-01-02,PHM-0025,Pharmacy,PH10335,8
510972,2026-01-02,PHM-0025,Pharmacy,SG20011,11
510973,2026-01-02,PHM-0026,Pharmacy,PH10139,5
510973,2026-01-02,PHM-0026,Pharmacy,SG20053,7
510974,2026-01-02,PHM-0028,Pharmacy,PH10196,10
510975,2026-01-02,PHM-0031,Pharmacy,PH10465,8
510975,2026-01-02,PHM-0031,Pharmacy,SG20042,10
510976,2026-01-02,PHM-0032,Pharmacy,PH10462,6
510976,2026-01-02,PHM-0032,Pharmacy,SG20016,7
510977,2026-01-02,PHM-0033,Pharmacy,PH10032,5
510977,2026-01-02,PHM-0033,Pharmacy,SG20043,3
510977,2026-01-02,PHM-0033,Pharmacy,PH10257,9
510977,2026-01-02,PHM-0033,Pharmacy,PH10035,7
510977,2026-01-02,PHM-0033,Pharmacy,PH10431,3
510978,2026-01-02,PHM-0034,Pharmacy,PH10524,5
510979,2026-01-02,PHM-0035,Pharmacy,SG20017,5
510980,2026-01-02,PHM-0036,Pharmacy,PH10471,10
510981,2026-01-02,PHM-0037,Pharmacy,PH10387,4
510981,2026-01-02,PHM-0037,Pharmacy,PH10458,11
510982,2026-01-02,PHM-0038,Pharmacy,PH10444,2
510982,2026-01-02,PHM-0038,Pharmacy,PH10475,9
510983,2026-01-02,PHM-0039,Pharmacy,PH10200,12
510983,2026-01-02,PHM-0039,Pharmacy,PH10052,12
510983,2026-01-02,PHM-0039,Pharmacy,PH10009,10
510983,2026-01-02,PHM-0039,Pharmacy,PH10281,8
510983,2026-01-02,PHM-0039,Pharmacy,PH10035,4
510983,2026-01-02,PHM-0039,Pharmacy,PH10454,8
510984,2026-01-02,PHM-0040,Pharmacy,PH10227,6
510985,2026-01-02,PHM-0041,Pharmacy,PH10356,9
510985,2026-01-02,PHM-0041,Pharmacy,PH10321,12
510986,2026-01-02,PHM-0044,Pharmacy,PH10311,8
510986,2026-01-02,PHM-0044,Pharmacy,PH10197,11
510987,2026-01-02,PHM-0045,Pharmacy,PH10286,2
510988,2026-01-02,PHM-0047,Pharmacy,PH10209,5
510989,2026-01-02,PHM-0048,Pharmacy,PH10355,8
510989,2026-01-02,PHM-0048,Pharmacy,PH10335,8
510989,2026-01-02,PHM-0048,Pharmacy,PH10193,3
510989,2026-01-02,PHM-0048,Pharmacy,PH10262,9
510990,2026-01-02,PHM-0049,Pharmacy,PH10026,5
510990,2026-01-02,PHM-0049,Pharmacy,PH10094,4
510991,2026-01-02,PHM-0050,Pharmacy,PH10135,12
510992,2026-01-02,PHM-0051,Pharmacy,PH10297,5
510992,2026-01-02,PHM-0051,Pharmacy,PH10217,8
510993,2026-01-02,PHM-0054,Pharmacy,PH10334,10
510993,2026-01-02,PHM-0054,Pharmacy,PH10060,11
510994,2026-01-02,PHM-0055,Pharmacy,PH10480,8
510994,2026-01-02,PHM-0055,Pharmacy,PH10194,4
510995,2026-01-02,PHM-0056,Pharmacy,PH10340,8
510996,2026-01-02,PHM-0058,Pharmacy,PH10122,6
510996,2026-01-02,PHM-0058,Pharmacy,PH10355,11
510997,2026-01-02,PHM-0059,Pharmacy,PH10315,5
510998,2026-01-02,PHM-0060,Pharmacy,PH10464,4
510999,2026-01-02,PHM-0061,Pharmacy,PH10236,11
510999,2026-01-02,PHM-0061,Pharmacy,PH10130,6
511000,2026-01-02,PHM-0062,Pharmacy,PH10417,6
511000,2026-01-02,PHM-0062,Pharmacy,PH10193,12
511000,2026-01-02,PHM-0062,Pharmacy,PH10186,5
511001,2026-01-02,PHM-0063,Pharmacy,PH10456,2
511001,2026-01-02,PHM-0063,Pharmacy,PH10462,6
511001,2026-01-02,PHM-0063,Pharmacy,SG20021,8
511001,2026-01-02,PHM-0063,Pharmacy,PH10242,3
511001,2026-01-02,PHM-0063,Pharmacy,PH10018,10
511002,2026-01-02,PHM-0064,Pharmacy,PH10183,7
511002,2026-01-02,PHM-0064,Pharmacy,PH10252,11
511002,2026-01-02,PHM-0064,Pharmacy,SG20016,7
511003,2026-01-02,PHM-0065,Pharmacy,PH10121,3
511004,2026-01-02,PHM-0068,Pharmacy,PH10235,6
511004,2026-01-02,PHM-0068,Pharmacy,PH10365,11
511005,2026-01-02,PHM-0069,Pharmacy,PH10343,10
511005,2026-01-02,PHM-0069,Pharmacy,SG20016,2
511006,2026-01-02,PHM-0072,Pharmacy,SG20021,6
511007,2026-01-02,PHM-0074,Pharmacy,PH10197,12
511007,2026-01-02,PHM-0074,Pharmacy,PH10257,3
511007,2026-01-02,PHM-0074,Pharmacy,PH10185,3
511008,2026-01-02,PHM-0075,Pharmacy,PH10200,4
511009,2026-01-02,PHM-0077,Pharmacy,PH10328,12
511009,2026-01-02,PHM-0077,Pharmacy,PH10053,12
511010,2026-01-02,PHM-0078,Pharmacy,PH10364,8
511010,2026-01-02,PHM-0078,Pharmacy,PH10086,6
511011,2026-01-02,PHM-0079,Pharmacy,PH10462,2
511012,2026-01-02,PHM-0080,Pharmacy,PH10010,6
511012,2026-01-02,PHM-0080,Pharmacy,PH10121,2
511013,2026-01-02,PHM-0081,Pharmacy,PH10085,7
511014,2026-01-02,PHM-0082,Pharmacy,PH10183,7
511015,2026-01-02,PHM-0084,Pharmacy,SG20041,8
511016,2026-01-02,PHM-0085,Pharmacy,SG20043,8
511017,2026-01-02,PHM-0086,Pharmacy,PH10343,3
511017,2026-01-02,PHM-0086,Pharmacy,PH10048,4
511018,2026-01-02,PHM-0087,Pharmacy,PH10193,11
511019,2026-01-02,PHM-0088,Pharmacy,PH10122,2
511020,2026-01-02,PHM-0089,Pharmacy,PH10105,11
511020,2026-01-02,PHM-0089,Pharmacy,SG20011,10
511021,2026-01-02,PHM-0090,Pharmacy,PH10212,12
511021,2026-01-02,PHM-0090,Pharmacy,SG20016,8
511022,2026-01-02,PHM-0091,Pharmacy,PH10282,3
511022,2026-01-02,PHM-0091,Pharmacy,PH10152,10
511023,2026-01-02,PHM-0092,Pharmacy,SG20013,10
511024,2026-01-02,PHM-0094,Pharmacy,SG20043,7
511024,2026-01-02,PHM-0094,Pharmacy,PH10502,6
511025,2026-01-02,PHM-0095,Pharmacy,PH10515,2
511026,2026-01-02,PHM-0096,Pharmacy,PH10340,2
511026,2026-01-02,PHM-0096,Pharmacy,PH10175,10
511027,2026-01-02,PHM-0097,Pharmacy,PH10193,2
511027,2026-01-02,PHM-0097,Pharmacy,PH10251,9
511028,2026-01-02,PHM-0099,Pharmacy,PH10171,12
511028,2026-01-02,PHM-0099,Pharmacy,PH10444,7
511029,2026-01-02,PHM-0100,Pharmacy,PH10197,2
511030,2026-01-02,PHM-0102,Pharmacy,SG20011,8
511030,2026-01-02,PHM-0102,Pharmacy,PH10150,6
511031,2026-01-02,PHM-0103,Pharmacy,PH10049,2
511031,2026-01-02,PHM-0103,Pharmacy,PH10494,10
511031,2026-01-02,PHM-0103,Pharmacy,PH10426,9
511031,2026-01-02,PHM-0103,Pharmacy,PH10019,5
511032,2026-01-02,PHM-0104,Pharmacy,PH10032,9
511033,2026-01-02,PHM-0105,Pharmacy,PH10254,8
511034,2026-01-02,PHM-0106,Pharmacy,PH10197,2
511035,2026-01-02,PHM-0107,Pharmacy,PH10196,10
511035,2026-01-02,PHM-0107,Pharmacy,PH10015,6
511036,2026-01-02,PHM-0109,Pharmacy,PH10105,9
511036,2026-01-02,PHM-0109,Pharmacy,SG20016,4
511037,2026-01-02,PHM-0111,Pharmacy,PH10093,10
511038,2026-01-02,PHM-0113,Pharmacy,PH10496,10
511039,2026-01-02,PHM-0114,Pharmacy,SG20016,8
511039,2026-01-02,PHM-0114,Pharmacy,PH10442,9
511040,2026-01-02,PHM-0117,Pharmacy,PH10426,12
511041,2026-01-02,PHM-0118,Pharmacy,PH10193,11
511042,2026-01-02,PHM-0120,Pharmacy,PH10196,6
511042,2026-01-02,PHM-0120,Pharmacy,PH10119,10
511043,2026-01-02,PHM-0121,Pharmacy,SG20021,11
511044,2026-01-02,PHM-0122,Pharmacy,PH10529,2
511045,2026-01-02,PHM-0123,Pharmacy,PH10065,10
511045,2026-01-02,PHM-0123,Pharmacy,PH10294,4
511045,2026-01-02,PHM-0123,Pharmacy,PH10235,4
511046,2026-01-02,PHM-0124,Pharmacy,PH10427,10
511046,2026-01-02,PHM-0124,Pharmacy,SG20014,4
511046,2026-01-02,PHM-0124,Pharmacy,PH10147,12
511047,2026-01-02,PHM-0125,Pharmacy,SG20043,5
511047,2026-01-02,PHM-0125,Pharmacy,PH10206,6
511047,2026-01-02,PHM-0125,Pharmacy,SG20016,11
511048,2026-01-02,PHM-0126,Pharmacy,PH10020,12
511049,2026-01-02,PHM-0127,Pharmacy,PH10086,9
511049,2026-01-02,PHM-0127,Pharmacy,PH10236,6
511049,2026-01-02,PHM-0127,Pharmacy,PH10338,9
511050,2026-01-02,PHM-0129,Pharmacy,PH10321,12
511051,2026-01-02,PHM-0130,Pharmacy,PH10355,3
511052,2026-01-02,PHM-0131,Pharmacy,PH10510,7
511053,2026-01-02,PHM-0132,Pharmacy,PH10191,8
511053,2026-01-02,PHM-0132,Pharmacy,PH10341,11
511054,2026-01-02,PHM-0134,Pharmacy,PH10138,3
511054,2026-01-02,PHM-0134,Pharmacy,PH10035,5
511055,2026-01-02,PHM-0135,Pharmacy,PH10200,10
511055,2026-01-02,PHM-0135,Pharmacy,PH10009,2
511056,2026-01-02,PHM-0138,Pharmacy,PH10018,2
511056,2026-01-02,PHM-0138,Pharmacy,PH10093,12
511056,2026-01-02,PHM-0138,Pharmacy,PH10004,10
511056,2026-01-02,PHM-0138,Pharmacy,PH10230,8
511057,2026-01-02,PHM-0139,Pharmacy,PH10355,11
511058,2026-01-02,PHM-0140,Pharmacy,PH10270,9
511059,2026-01-02,PHM-0141,Pharmacy,PH10069,12
511060,2026-01-02,PHM-0142,Pharmacy,PH10065,3
511060,2026-01-02,PHM-0142,Pharmacy,PH10049,6
511060,2026-01-02,PHM-0142,Pharmacy,PH10263,6
511060,2026-01-02,PHM-0142,Pharmacy,PH10150,4
511060,2026-01-02,PHM-0142,Pharmacy,PH10095,4
511061,2026-01-02,PHM-0144,Pharmacy,PH10462,5
511062,2026-01-02,PHM-0145,Pharmacy,PH10503,7
511063,2026-01-02,PHM-0146,Pharmacy,PH10137,5
511063,2026-01-02,PHM-0146,Pharmacy,PH10095,9
511063,2026-01-02,PHM-0146,Pharmacy,PH10426,12
511063,2026-01-02,PHM-0146,Pharmacy,PH10009,6
511063,2026-01-02,PHM-0146,Pharmacy,SG20006,2
511064,2026-01-02,PHM-0147,Pharmacy,PH10238,9
511064,2026-01-02,PHM-0147,Pharmacy,PH10529,12
511065,2026-01-02,PHM-0148,Pharmacy,PH10200,8
511065,2026-01-02,PHM-0148,Pharmacy,PH10148,7
511065,2026-01-02,PHM-0148,Pharmacy,SG20021,6
511066,2026-01-02,PHM-0149,Pharmacy,PH10529,12
511066,2026-01-02,PHM-0149,Pharmacy,PH10309,2
511067,2026-01-02,PHM-0150,Pharmacy,SG20020,12
511067,2026-01-02,PHM-0150,Pharmacy,PH10275,2
511068,2026-01-02,PHM-0151,Pharmacy,PH10217,5
511068,2026-01-02,PHM-0151,Pharmacy,PH10025,5
511068,2026-01-02,PHM-0151,Pharmacy,PH10427,7
511068,2026-01-02,PHM-0151,Pharmacy,PH10462,8
511069,2026-01-02,PHM-0152,Pharmacy,PH10082,5
511069,2026-01-02,PHM-0152,Pharmacy,PH10287,7
511069,2026-01-02,PHM-0152,Pharmacy,PH10166,11
511069,2026-01-02,PHM-0152,Pharmacy,PH10150,6
511070,2026-01-02,PHM-0153,Pharmacy,PH10049,7
511070,2026-01-02,PHM-0153,Pharmacy,PH10095,6
511070,2026-01-02,PHM-0153,Pharmacy,PH10138,8
511071,2026-01-02,PHM-0155,Pharmacy,SG20016,12
511071,2026-01-02,PHM-0155,Pharmacy,PH10074,6
511071,2026-01-02,PHM-0155,Pharmacy,PH10373,10
511072,2026-01-02,PHM-0156,Pharmacy,PH10193,3
511072,2026-01-02,PHM-0156,Pharmacy,PH10338,10
511072,2026-01-02,PHM-0156,Pharmacy,PH10191,3
511073,2026-01-02,PHM-0157,Pharmacy,SG20016,9
511073,2026-01-02,PHM-0157,Pharmacy,PH10185,10
511073,2026-01-02,PHM-0157,Pharmacy,PH10196,11
511073,2026-01-02,PHM-0157,Pharmacy,PH10194,4
511073,2026-01-02,PHM-0157,Pharmacy,SG20016,11
511074,2026-01-02,PHM-0158,Pharmacy,PH10338,10
511074,2026-01-02,PHM-0158,Pharmacy,PH10176,8
511074,2026-01-02,PHM-0158,Pharmacy,PH10148,4
511075,2026-01-02,PHM-0159,Pharmacy,PH10252,3
511076,2026-01-02,PHM-0162,Pharmacy,PH10236,2
511076,2026-01-02,PHM-0162,Pharmacy,PH10176,9
511077,2026-01-02,PHM-0163,Pharmacy,PH10230,10
511078,2026-01-02,PHM-0164,Pharmacy,PH10171,10
511079,2026-01-02,PHM-0166,Pharmacy,PH10110,5
511079,2026-01-02,PHM-0166,Pharmacy,SG20041,5
511079,2026-01-02,PHM-0166,Pharmacy,SG20041,6
511080,2026-01-02,PHM-0168,Pharmacy,PH10270,2
511080,2026-01-02,PHM-0168,Pharmacy,PH10018,5
511081,2026-01-02,PHM-0169,Pharmacy,PH10454,12
511081,2026-01-02,PHM-0169,Pharmacy,PH10217,7
511082,2026-01-02,PHM-0171,Pharmacy,PH10112,7
511082,2026-01-02,PHM-0171,Pharmacy,PH10183,9
511082,2026-01-02,PHM-0171,Pharmacy,PH10138,11
511083,2026-01-02,PHM-0172,Pharmacy,PH10101,2
511083,2026-01-02,PHM-0172,Pharmacy,PH10249,9
511084,2026-01-02,PHM-0173,Pharmacy,PH10522,12
511085,2026-01-02,PHM-0175,Pharmacy,SG20041,6
511085,2026-01-02,PHM-0175,Pharmacy,PH10172,7
511085,2026-01-02,PHM-0175,Pharmacy,PH10166,2
511086,2026-01-02,PHM-0176,Pharmacy,PH10512,7
511086,2026-01-02,PHM-0176,Pharmacy,PH10510,10
511086,2026-01-02,PHM-0176,Pharmacy,PH10432,10
511086,2026-01-02,PHM-0176,Pharmacy,PH10334,6
511087,2026-01-02,PHM-0177,Pharmacy,PH10286,7
511087,2026-01-02,PHM-0177,Pharmacy,PH10052,4
511087,2026-01-02,PHM-0177,Pharmacy,PH10172,8
511088,2026-01-02,PHM-0178,Pharmacy,PH10105,4
511088,2026-01-02,PHM-0178,Pharmacy,PH10035,3
511088,2026-01-02,PHM-0178,Pharmacy,PH10473,5
511089,2026-01-02,PHM-0179,Pharmacy,PH10148,6
511090,2026-01-02,PHM-0181,Pharmacy,PH10356,5
511090,2026-01-02,PHM-0181,Pharmacy,PH10065,4
511091,2026-01-02,PHM-0182,Pharmacy,SG20041,11
511091,2026-01-02,PHM-0182,Pharmacy,PH10020,11
511091,2026-01-02,PHM-0182,Pharmacy,PH10500,10
511092,2026-01-02,PHM-0183,Pharmacy,PH10155,4
511093,2026-01-02,PHM-0184,Pharmacy,PH10502,10
511094,2026-01-02,PHM-0185,Pharmacy,PH10200,8
511094,2026-01-02,PHM-0185,Pharmacy,PH10502,4
511095,2026-01-02,PHM-0186,Pharmacy,PH10364,8
511096,2026-01-02,PHM-0188,Pharmacy,PH10388,10
511096,2026-01-02,PHM-0188,Pharmacy,PH10105,12
511096,2026-01-02,PHM-0188,Pharmacy,PH10307,2
511097,2026-01-02,PHM-0189,Pharmacy,PH10502,2
511097,2026-01-02,PHM-0189,Pharmacy,PH10376,9
511097,2026-01-02,PHM-0189,Pharmacy,PH10010,9
511097,2026-01-02,PHM-0189,Pharmacy,PH10232,10
511098,2026-01-02,PHM-0190,Pharmacy,PH10197,8
511098,2026-01-02,PHM-0190,Pharmacy,PH10339,4
511098,2026-01-02,PHM-0190,Pharmacy,PH10236,11
511099,2026-01-02,PHM-0192,Pharmacy,PH10075,7
511099,2026-01-02,PHM-0192,Pharmacy,PH10338,3
511100,2026-01-02,PHM-0193,Pharmacy,PH10086,7
511100,2026-01-02,PHM-0193,Pharmacy,PH10462,4
511101,2026-01-02,PHM-0194,Pharmacy,SG20016,4
511101,2026-01-02,PHM-0194,Pharmacy,PH10529,6
511102,2026-01-02,PHM-0195,Pharmacy,SG20030,7
511103,2026-01-02,PHM-0196,Pharmacy,PH10230,8
511103,2026-01-02,PHM-0196,Pharmacy,PH10167,5
511103,2026-01-02,PHM-0196,Pharmacy,PH10035,11
511103,2026-01-02,PHM-0196,Pharmacy,PH10034,9
511103,2026-01-02,PHM-0196,Pharmacy,SG20016,8
511104,2026-01-02,PHM-0197,Pharmacy,PH10004,10
511105,2026-01-02,PHM-0198,Pharmacy,PH10045,4
511106,2026-01-02,PHM-0199,Pharmacy,PH10009,9
511107,2026-01-02,PHM-0200,Pharmacy,PH10270,2
511107,2026-01-02,PHM-0200,Pharmacy,PH10502,6
511107,2026-01-02,PHM-0200,Pharmacy,PH10378,7
511108,2026-01-02,PHM-0202,Pharmacy,PH10057,5
511109,2026-01-02,PHM-0203,Pharmacy,PH10185,5
511109,2026-01-02,PHM-0203,Pharmacy,PH10257,5
511109,2026-01-02,PHM-0203,Pharmacy,PH10462,10
511110,2026-01-02,PHM-0204,Pharmacy,PH10018,6
511111,2026-01-02,PHM-0205,Pharmacy,PH10362,4
511111,2026-01-02,PHM-0205,Pharmacy,PH10291,2
511111,2026-01-02,PHM-0205,Pharmacy,PH10314,6
511111,2026-01-02,PHM-0205,Pharmacy,SG20016,3
