sku,batch,expiry_date,stock_type,qty_units,snapshot_date
PH10436,43695221,2028-01-18,Saleable,21,2026-02-28
PH10436,43682735,2028-01-18,Saleable,282,2026-02-28
PH10436,43639677,2028-07-21,Saleable,20,2026-02-28
PH10437,43753836,2026-10-29,Saleable,20,2026-02-28
PH10438,43819207,2026-12-24,Saleable,3611,2026-02-28
PH10439,43984884,2026-07-29,Saleable,2310,2026-02-28
PH10440,44020652,2028-09-27,Saleable,273,2026-02-28
PH10440,44061696,2027-05-09,Saleable,3342,2026-02-28
PH10440,44086986,2027-06-16,Saleable,23,2026-02-28
PH10440,44018442,2026-12-01,Saleable,1272,2026-02-28
PH10441,44149259,2028-07-28,Saleable,845,2026-02-28
PH10441,44182063,2028-10-02,Saleable,438,2026-02-28
PH10442,44210030,2026-08-05,Saleable,3067,2026-02-28
PH10443,44336351,2028-11-30,Saleable,122,2026-02-28
PH10443,44370082,2028-01-29,Saleable,1878,2026-02-28
PH10443,44396138,2029-02-05,Saleable,255,2026-02-28
PH10444,44440263,2027-10-25,Saleable,1235,2026-02-28
PH10444,44450096,2027-01-10,Saleable,2609,2026-02-28
PH10444,44460486,2027-04-25,Saleable,8074,2026-02-28
PH10444,44453392,2028-11-06,Saleable,881,2026-02-28
PH10445,44514380,2026-06-25,Saleable,15,2026-02-28
PH10445,44564281,2027-09-14,Saleable,26,2026-02-28
PH10445,44526029,2027-01-17,Damaged,1,2026-02-28
PH10446,44699824,2027-01-26,Saleable,5135,2026-02-28
PH10446,44614783,2026-06-21,Saleable,4670,2026-02-28
PH10446,44685824,2027-02-05,Damaged,294,2026-02-28
PH10447,44777959,2026-10-26,Saleable,1041,2026-02-28
PH10448,44848462,2026-07-26,Saleable,115,2026-02-28
PH10448,44868093,2028-02-04,Saleable,218,2026-02-28
PH10448,44888385,2027-10-23,Sample,6,2026-02-28
PH10449,44947270,2026-08-06,Saleable,4412,2026-02-28
PH10450,45069910,2026-11-19,Saleable,190,2026-02-28
PH10450,45077243,2027-05-29,Sample,3,2026-02-28
PH10451,45174971,2027-08-11,Saleable,261,2026-02-28
PH10451,45125373,2027-12-19,Saleable,2969,2026-02-28
PH10452,45254167,2028-01-12,Saleable,611,2026-02-28
PH10452,45224121,2027-02-04,Saleable,581,2026-02-28
PH10452,45267929,2027-09-01,FOC,59,2026-02-28
PH10453,45347673,2026-05-30,Saleable,36,2026-02-28
PH10453,45376151,2028-06-07,Saleable,278,2026-02-28
PH10454,45430201,2027-02-16,Saleable,2236,2026-02-28
PH10454,45470342,2026-11-11,Saleable,914,2026-02-28
PH10455,45578810,2029-01-17,Saleable,63,2026-02-28
PH10455,45541051,2028-10-11,Saleable,86,2026-02-28
PH10456,45655292,2026-08-02,Saleable,38983,2026-02-28
PH10457,45731830,2027-08-06,Saleable,16557,2026-02-28
PH10458,45896895,2026-09-28,Saleable,52,2026-02-28
PH10458,45810180,2029-01-31,Saleable,4,2026-02-28
PH10459,45974077,2026-09-27,Saleable,1400,2026-02-28
PH10460,46056460,2026-08-24,Saleable,32,2026-02-28
PH10460,46062032,2028-09-16,Saleable,9,2026-02-28
PH10460,46086256,2026-08-12,Saleable,9,2026-02-28
PH10460,46063548,2028-05-20,Saleable,2,2026-02-28
PH10460,46069960,2026-12-31,Saleable,60,2026-02-28
PH10460,46044127,2026-08-08,FOC,5,2026-02-28
PH10461,46174021,2027-11-09,Saleable,19,2026-02-28
PH10461,46135561,2028-11-21,Saleable,329,2026-02-28
PH10461,46137150,2028-01-05,Saleable,868,2026-02-28
PH10461,46181236,2026-01-13,Expired,97,2026-02-28
PH10461,46167078,2028-01-18,Damaged,36,2026-02-28
PH10462,46275608,2028-11-30,Saleable,49458,2026-02-28
PH10462,46298845,2028-10-14,Saleable,7042,2026-02-28
PH10462,46250856,2028-01-17,Saleable,2118,2026-02-28
PH10463,46334019,2027-10-01,Saleable,684,2026-02-28
PH10464,46424924,2027-09-11,Saleable,821,2026-02-28
PH10464,46490794,2028-01-02,Saleable,110,2026-02-28
PH10464,46498391,2026-08-16,FOC,46,2026-02-28
PH10465,46579418,2027-06-18,Saleable,5042,2026-02-28
PH10466,46641447,2028-01-12,Saleable,58,2026-02-28
PH10466,46643660,2026-10-27,Saleable,263,2026-02-28
PH10466,46633937,2027-12-24,Saleable,380,2026-02-28
PH10466,46650342,2027-02-16,FOC,35,2026-02-28
PH10467,46796165,2027-07-08,Saleable,2718,2026-02-28
PH10467,46772346,2026-07-26,FOC,135,2026-02-28
PH10468,46832528,2026-10-01,Saleable,872,2026-02-28
PH10469,46991220,2026-07-08,Saleable,1131,2026-02-28
PH10469,46932187,2027-06-05,Saleable,596,2026-02-28
PH10470,47044194,2027-09-29,Saleable,1961,2026-02-28
PH10470,47077498,2027-04-05,Saleable,1714,2026-02-28
PH10471,47127386,2027-02-10,Saleable,2079,2026-02-28
PH10472,47254989,2027-09-13,Saleable,214,2026-02-28
PH10473,47378742,2028-11-27,Saleable,22,2026-02-28
PH10473,47399219,2029-01-22,Saleable,711,2026-02-28
PH10473,47352089,2026-06-28,FOC,36,2026-02-28
PH10474,47445761,2027-05-20,Saleable,2406,2026-02-28
PH10475,47562872,2028-09-12,Saleable,6594,2026-02-28
PH10475,47571147,2028-08-13,Saleable,52,2026-02-28
PH10476,47661863,2026-10-04,Saleable,307,2026-02-28
PH10477,47768537,2028-10-18,Saleable,24,2026-02-28
PH10478,47857787,2027-07-13,Saleable,763,2026-02-28
PH10478,47813871,2028-04-25,Saleable,850,2026-02-28
PH10478,47863057,2027-03-11,FOC,80,2026-02-28
PH10479,47921370,2027-06-02,Saleable,2269,2026-02-28
PH10479,47940901,2027-11-10,Saleable,5080,2026-02-28
PH10479,47989835,2027-02-19,Saleable,3573,2026-02-28
PH10479,47932231,2025-04-03,Expired,873,2026-02-28
PH10480,48099769,2028-04-01,Saleable,9421,2026-02-28
PH10480,48078209,2026-12-28,Saleable,2438,2026-02-28
PH10481,48184389,2028-12-14,Saleable,1579,2026-02-28
PH10482,48240198,2028-05-13,Saleable,772,2026-02-28
PH10483,48350268,2026-12-23,Saleable,155,2026-02-28
PH10484,48471276,2027-09-09,Saleable,176,2026-02-28
PH10485,48583584,2026-12-29,Saleable,621,2026-02-28
PH10485,48558373,2027-10-02,Saleable,540,2026-02-28
PH10485,48526694,2027-09-25,Damaged,34,2026-02-28
PH10486,48699470,2028-08-20,Saleable,944,2026-02-28
PH10486,48624047,2029-01-02,Saleable,346,2026-02-28
PH10487,48755846,2027-04-19,Saleable,96,2026-02-28
PH10487,48719071,2026-06-16,Saleable,773,2026-02-28
PH10487,48798592,2029-01-07,Saleable,170,2026-02-28
PH10487,48730024,2027-02-11,FOC,52,2026-02-28
PH10487,48718136,2028-02-04,Sample,20,2026-02-28
PH10487,48771337,2026-01-22,Expired,83,2026-02-28
PH10488,48819908,2028-09-01,Saleable,13559,2026-02-28
PH10488,48895687,2025-09-16,Expired,1084,2026-02-28
PH10489,48999548,2028-11-01,Saleable,73,2026-02-28
PH10489,48960896,2026-08-04,Saleable,12173,2026-02-28
PH10490,49046635,2029-01-16,Saleable,113,2026-02-28
PH10490,49019436,2027-09-20,Saleable,2241,2026-02-28
PH10490,49021817,2028-06-28,Saleable,186,2026-02-28
PH10491,49118216,2028-08-17,Saleable,6949,2026-02-28
PH10491,49177483,2027-03-17,Sample,138,2026-02-28
PH10492,49259203,2026-08-01,Saleable,22,2026-02-28
PH10492,49214225,2027-09-06,Saleable,247,2026-02-28
PH10493,49313365,2028-10-08,Saleable,1037,2026-02-28
PH10494,49483626,2026-11-06,Saleable,4628,2026-02-28
PH10495,49542940,2027-05-07,Saleable,82,2026-02-28
PH10495,49532280,2028-06-08,Saleable,11,2026-02-28
PH10495,49590345,2027-04-19,FOC,4,2026-02-28
PH10496,49668488,2027-08-30,Saleable,919,2026-02-28
PH10496,49636657,2026-07-05,Saleable,6943,2026-02-28
PH10497,49796252,2028-07-27,Saleable,18074,2026-02-28
PH10498,49894339,2028-09-25,Saleable,7997,2026-02-28
PH10498,49823507,2026-09-24,Saleable,5228,2026-02-28
PH10499,49987565,2027-03-21,Saleable,767,2026-02-28
PH10499,49923093,2026-07-09,Saleable,27,2026-02-28
PH10499,49918711,2028-02-19,Saleable,291,2026-02-28
PH10499,49938098,2027-01-11,FOC,54,2026-02-28
PH10500,50088794,2027-05-13,Saleable,401,2026-02-28
PH10500,50037228,2027-05-06,Saleable,862,2026-02-28
PH10501,50191914,2028-07-06,Saleable,3384,2026-02-28
PH10501,50146443,2029-01-19,Saleable,277,2026-02-28
PH10501,50170483,2027-02-22,Saleable,1614,2026-02-28
PH10502,50211002,2026-10-26,Saleable,14962,2026-02-28
PH10502,50245494,2028-11-16,Saleable,34053,2026-02-28
PH10503,50398255,2027-12-26,Saleable,13315,2026-02-28
PH10504,50441542,2027-01-27,Saleable,19,2026-02-28
PH10504,50454814,2029-01-06,Saleable,23,2026-02-28
PH10504,50433366,2028-10-19,Saleable,47,2026-02-28
PH10504,50458418,2025-07-26,Expired,7,2026-02-28
PH10505,50521975,2027-10-01,Saleable,164,2026-02-28
PH10505,50532787,2027-12-08,FOC,8,2026-02-28
PH10506,50652234,2027-01-15,Saleable,460,2026-02-28
PH10507,50776408,2026-07-10,Saleable,2526,2026-02-28
PH10508,50831081,2028-04-02,Saleable,195,2026-02-28
PH10508,50863512,2028-07-11,Saleable,128,2026-02-28
PH10509,50933761,2027-07-02,Saleable,7,2026-02-28
PH10509,50926289,2026-09-17,Saleable,67,2026-02-28
PH10509,50923576,2026-08-25,Saleable,20,2026-02-28
PH10509,50950844,2027-12-22,Saleable,167,2026-02-28
PH10510,51054882,2028-01-19,Saleable,2182,2026-02-28
PH10510,51055969,2028-03-14,Saleable,16430,2026-02-28
PH10510,51020536,2027-11-10,Saleable,30584,2026-02-28
PH10510,51017804,2026-09-12,Sample,983,2026-02-28
PH10511,51117409,2027-10-29,Saleable,144,2026-02-28
PH10511,51173508,2028-06-21,Saleable,132,2026-02-28
PH10512,51220824,2026-12-05,Saleable,1402,2026-02-28
PH10512,51268748,2028-09-09,Saleable,3290,2026-02-28
PH10513,51355999,2029-01-08,Saleable,3576,2026-02-28
PH10514,51421202,2029-01-14,Saleable,5513,2026-02-28
PH10515,51569220,2026-06-16,Saleable,7054,2026-02-28
PH10515,51543862,2028-02-13,Saleable,27,2026-02-28
PH10516,51687341,2027-01-31,Saleable,142,2026-02-28
PH10517,51747751,2026-06-23,Saleable,401,2026-02-28
PH10517,51732884,2028-10-27,Saleable,807,2026-02-28
PH10517,51786859,2025-05-23,Expired,96,2026-02-28
PH10518,51887180,2027-07-27,Saleable,149,2026-02-28
PH10519,51999458,2029-01-02,Saleable,36,2026-02-28
PH10519,51981406,2028-12-31,Saleable,5,2026-02-28
PH10520,52045974,2028-06-23,Saleable,1687,2026-02-28
PH10520,52026616,2027-05-08,Saleable,969,2026-02-28
PH10521,52126301,2028-02-05,Saleable,3919,2026-02-28
PH10521,52183436,2027-04-22,FOC,195,2026-02-28
PH10521,52168791,2027-06-17,Sample,78,2026-02-28
PH10521,52185851,2026-06-25,Damaged,117,2026-02-28
PH10522,52248252,2027-03-08,Saleable,3948,2026-02-28
PH10522,52214312,2026-09-09,Sample,78,2026-02-28
PH10523,52371497,2027-06-20,Saleable,1342,2026-02-28
PH10523,52372980,2028-05-05,Saleable,1229,2026-02-28
PH10524,52485634,2028-06-06,Saleable,540,2026-02-28
PH10524,52448153,2026-06-06,Saleable,324,2026-02-28
PH10525,52583132,2027-06-27,Saleable,404,2026-02-28
PH10525,52584479,2026-09-29,Saleable,211,2026-02-28
PH10526,52643938,2028-05-07,Saleable,25,2026-02-28
PH10526,52684388,2028-01-04,Saleable,24,2026-02-28
PH10526,52643082,2026-12-05,Saleable,70,2026-02-28
PH10526,52662442,2026-10-14,Saleable,10,2026-02-28
PH10526,52691357,2025-06-30,Expired,10,2026-02-28
PH10527,52761588,2028-10-22,Saleable,1450,2026-02-28
PH10528,52855905,2027-09-11,Saleable,4010,2026-02-28
PH10528,52833105,2026-10-18,Saleable,1660,2026-02-28
PH10529,52910099,2028-10-13,Saleable,4501,2026-02-28
PH10529,52916903,2027-03-02,Saleable,5833,2026-02-28
PH10530,53016643,2026-11-09,Saleable,5160,2026-02-28
PH10530,53097041,2026-02-09,Expired,412,2026-02-28
PH10531,53198805,2028-11-17,Saleable,377,2026-02-28
PH10531,53131980,2028-10-11,Saleable,193,2026-02-28
PH10532,53227807,2028-12-22,Saleable,1660,2026-02-28
PH10532,53274851,2028-03-10,Saleable,554,2026-02-28
PH10532,53241378,2026-10-04,Saleable,1817,2026-02-28
PH10532,53222620,2027-01-19,Sample,80,2026-02-28
SG20001,00188142,2029-01-04,Saleable,890,2026-02-28
SG20001,00164625,2027-07-30,Saleable,609,2026-02-28
SG20001,00170994,2027-11-23,Sample,30,2026-02-28
SG20002,00243028,2027-10-27,Saleable,290,2026-02-28
SG20003,00360325,2026-11-14,Saleable,590,2026-02-28
SG20003,00371717,2027-03-07,Saleable,377,2026-02-28
SG20004,00465097,2027-11-01,Saleable,2027,2026-02-28
SG20005,00549295,2027-10-22,Saleable,74,2026-02-28
SG20005,00586981,2028-09-18,Saleable,754,2026-02-28
SG20006,00671779,2028-05-13,Saleable,9289,2026-02-28
SG20007,00789332,2027-05-13,Saleable,331,2026-02-28
SG20007,00772143,2028-05-07,Saleable,503,2026-02-28
SG20007,00775474,2028-10-04,Saleable,620,2026-02-28
SG20008,00840471,2026-10-25,Saleable,8130,2026-02-28
SG20009,00999207,2027-05-10,Saleable,5252,2026-02-28
SG20010,01038806,2027-12-04,Saleable,8816,2026-02-28
SG20010,01086848,2027-08-08,Saleable,3198,2026-02-28
SG20011,01196484,2026-06-06,Saleable,11473,2026-02-28
SG20012,01245040,2027-10-15,Saleable,2084,2026-02-28
SG20012,01221120,2028-03-01,Saleable,25,2026-02-28
SG20013,01372900,2028-09-08,Saleable,2293,2026-02-28
SG20014,01431713,2026-06-05,Saleable,2972,2026-02-28
SG20014,01491573,2026-09-30,Saleable,1403,2026-02-28
SG20015,01522989,2027-03-23,Saleable,2911,2026-02-28
SG20015,01525590,2025-09-21,Expired,232,2026-02-28
SG20016,01645301,2026-09-15,Saleable,2244,2026-02-28
SG20016,01665764,2027-02-16,Saleable,11057,2026-02-28
SG20017,01717022,2028-08-08,Saleable,7369,2026-02-28
SG20018,01879524,2028-05-26,Saleable,503,2026-02-28
SG20018,01887905,2029-02-11,Saleable,690,2026-02-28
SG20019,01983473,2026-12-26,Saleable,1239,2026-02-28
SG20020,02063862,2027-04-28,Saleable,3898,2026-02-28
SG20020,02074253,2028-10-18,Saleable,6722,2026-02-28
SG20021,02117750,2027-03-07,Saleable,461,2026-02-28
SG20021,02123535,2026-09-08,Saleable,50985,2026-02-28
SG20022,02252174,2027-10-04,Saleable,1609,2026-02-28
SG20022,02238411,2028-10-17,Saleable,4468,2026-02-28
SG20023,02361328,2027-01-15,Saleable,953,2026-02-28
SG20023,02334572,2025-11-26,Expired,76,2026-02-28
SG20024,02428703,2028-12-15,Saleable,1204,2026-02-28
SG20025,02556201,2028-07-24,Saleable,13,2026-02-28
SG20025,02565515,2027-07-24,Saleable,757,2026-02-28
SG20025,02544080,2027-09-24,Saleable,23,2026-02-28
SG20025,02546178,2027-09-19,Saleable,54,2026-02-28
SG20026,02618434,2029-02-03,Saleable,2303,2026-02-28
SG20026,02682063,2027-08-16,Saleable,902,2026-02-28
SG20026,02669758,2028-12-22,Saleable,3,2026-02-28
SG20027,02714680,2028-08-04,Saleable,1029,2026-02-28
SG20028,02850506,2027-01-06,Saleable,62,2026-02-28
SG20028,02848698,2027-03-17,Saleable,929,2026-02-28
SG20029,02916331,2026-11-12,Saleable,43,2026-02-28
SG20030,03080769,2027-09-19,Saleable,826,2026-02-28
SG20031,03113549,2028-07-04,Saleable,87,2026-02-28
SG20031,03111414,2028-01-01,Saleable,554,2026-02-28
SG20031,03199532,2027-11-15,Saleable,1585,2026-02-28
SG20031,03194681,2027-12-06,Saleable,154,2026-02-28
SG20032,03246096,2028-07-06,Saleable,1713,2026-02-28
SG20032,03256296,2027-05-04,Saleable,6030,2026-02-28
SG20033,03363359,2026-07-12,Saleable,304,2026-02-28
SG20033,03369720,2027-10-28,Saleable,712,2026-02-28
SG20033,03318899,2027-08-19,Sample,20,2026-02-28
SG20034,03415528,2026-10-22,Saleable,27249,2026-02-28
SG20035,03546951,2026-07-13,Saleable,27,2026-02-28
SG20035,03591215,2025-07-03,Expired,2,2026-02-28
SG20036,03658986,2027-05-25,Saleable,13,2026-02-28
SG20036,03647869,2026-10-16,Saleable,14686,2026-02-28
SG20037,03758754,2027-09-26,Saleable,17,2026-02-28
SG20037,03736708,2028-02-28,Saleable,13,2026-02-28
SG20037,03741126,2027-03-02,Saleable,3,2026-02-28
SG20038,03826080,2028-07-19,Saleable,3040,2026-02-28
SG20038,03885650,2027-10-20,Saleable,935,2026-02-28
SG20039,03954796,2027-10-23,Saleable,62,2026-02-28
SG20039,03977379,2027-09-16,Saleable,4104,2026-02-28
SG20040,04024205,2028-01-31,Saleable,363,2026-02-28
SG20040,04059856,2026-10-16,Saleable,490,2026-02-28
SG20041,04161641,2027-11-11,Saleable,11441,2026-02-28
SG20041,04196300,2028-04-16,Saleable,14565,2026-02-28
SG20041,04199331,2027-10-27,Saleable,7964,2026-02-28
SG20041,04189984,2028-03-05,Saleable,37864,2026-02-28
SG20042,04219241,2026-09-23,Saleable,160,2026-02-28
SG20042,04297618,2027-12-07,Saleable,349,2026-02-28
SG20043,04386964,2027-12-22,Saleable,5002,2026-02-28
SG20043,04371707,2028-04-30,Saleable,17693,2026-02-28
SG20043,04366325,2027-03-25,Saleable,3357,2026-02-28
SG20044,04469484,2027-07-19,Saleable,25,2026-02-28
SG20044,04465167,2027-03-06,Saleable,5,2026-02-28
SG20044,04442177,2028-09-25,Saleable,9,2026-02-28
SG20045,04562299,2026-09-29,Saleable,6,2026-02-28
SG20045,04516696,2027-10-01,Saleable,4,2026-02-28
SG20045,04542669,2028-03-10,Saleable,14,2026-02-28
SG20046,04615118,2028-02-11,Saleable,1137,2026-02-28
SG20046,04681411,2028-03-19,Saleable,76,2026-02-28
SG20046,04674979,2026-11-09,Saleable,363,2026-02-28
SG20046,04640290,2025-03-18,Expired,126,2026-02-28
SG20047,04770308,2028-12-06,Saleable,18,2026-02-28
SG20048,04873587,2027-02-06,Saleable,116,2026-02-28
SG20048,04870628,2026-06-16,Saleable,27,2026-02-28
SG20048,04875104,2026-11-10,Damaged,4,2026-02-28
SG20049,04929688,2028-10-01,Saleable,45,2026-02-28
SG20050,05091853,2027-10-15,Saleable,120,2026-02-28
SG20050,05061499,2026-10-13,Saleable,395,2026-02-28
SG20051,05129155,2027-01-16,Saleable,636,2026-02-28
SG20051,05125074,2026-10-30,Saleable,308,2026-02-28
SG20052,05296840,2029-01-07,Saleable,1019,2026-02-28
SG20053,05390994,2026-07-23,Saleable,1452,2026-02-28
SG20054,05440907,2027-05-29,Saleable,2471,2026-02-28
SG20055,05520940,2028-11-24,Saleable,2864,2026-02-28
SG20056,05635312,2028-08-21,Saleable,988,2026-02-28
SG20056,05697159,2026-06-27,Saleable,49,2026-02-28
SG20056,05650366,2028-05-02,Saleable,456,2026-02-28
SG20056,05647603,2026-10-07,Saleable,325,2026-02-28
SG20057,05744635,2028-01-11,Saleable,3,2026-02-28
SG20057,05749908,2026-12-04,Saleable,9,2026-02-28
SG20057,05725482,2028-12-14,Saleable,7,2026-02-28
SG20058,05861729,2027-05-28,Saleable,1008,2026-02-28
SG20059,05986546,2028-03-13,Saleable,676,2026-02-28
SG20060,06012048,2028-02-15,Saleable,732,2026-02-28
SG20060,06043481,2026-10-08,Saleable,514,2026-02-28
SG20061,06173562,2027-03-29,Saleable,10,2026-02-28
SG20062,06246205,2027-10-01,Saleable,2054,2026-02-28
SG20063,06354833,2027-10-23,Saleable,172,2026-02-28
SG20064,06491761,2028-06-17,Saleable,2107,2026-02-28
SG20064,06457587,2027-06-22,Sample,42,2026-02-28
SG20065,06564786,2027-10-13,Saleable,315,2026-02-28
SG20065,06523603,2028-10-03,Saleable,85,2026-02-28
SG20066,06686996,2026-07-10,Saleable,464,2026-02-28
SG20066,06697005,2027-11-18,Saleable,558,2026-02-28
SG20067,06732135,2026-11-28,Saleable,1517,2026-02-28
SG20067,06790216,2027-01-26,Saleable,782,2026-02-28
SG20068,06863913,2026-12-11,Saleable,1352,2026-02-28
SG20068,06847416,2027-08-16,Sample,27,2026-02-28
