sku,batch,expiry_date,stock_type,qty_units,snapshot_date,description,principal,category,product_group,storage_condition,units_per_case,case_length_cm,case_width_cm,case_height_cm,case_cbm,case_weight_kg,unit_cost_nzd,ti,hi,cases_per_pallet,pallet_height_cm,pallet_weight_kg,pallet_cbm,cases,cbm,pallets,value_nzd,positions_naive,zone,positions,shelf_bins,months_to_expiry
PH10269,26980957,2029-02-02,Saleable,933,2026-02-28,Cefalexin 250mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,37.0,25.9,24.3,0.02329,4.62,20.7,9.0,5.0,45.0,136.5,232.9,1.04805,4.665,0.10864785,0.10366666666666667,19313.1,1.0,Shelving,0.0,1,35.19736842105263
PH10270,27075419,2027-12-21,Saleable,71587,2026-02-28,Doxycycline 100mg Capsules 10x10,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,30.2,30.3,16.7,0.01528,3.19,23.99,9.0,6.0,54.0,115.2,197.26,0.82512,357.935,5.4692468000000005,6.628425925925926,1717372.13,7.0,Pallet racking,7.0,0,21.74342105263158
PH10271,27135739,2028-10-13,Saleable,74,2026-02-28,Vitamin D3 1000IU Capsules 10x10,Venrick Laboratories,Pharma,Capsules,Below 25C,120.0,48.3,39.8,28.5,0.05479,7.81,23.66,6.0,3.0,18.0,100.5,165.57999999999998,0.98622,0.6166666666666667,0.03378716666666667,0.03425925925925926,1750.84,1.0,Shelving,0.0,1,31.513157894736842
PH10271,27187899,2026-09-08,Saleable,8,2026-02-28,Vitamin D3 1000IU Capsules 10x10,Venrick Laboratories,Pharma,Capsules,Below 25C,120.0,48.3,39.8,28.5,0.05479,7.81,23.66,6.0,3.0,18.0,100.5,165.57999999999998,0.98622,0.06666666666666667,0.0036526666666666665,0.003703703703703704,189.28,1.0,Shelving,0.0,1,6.315789473684211
PH10271,27112266,2027-09-23,Saleable,36,2026-02-28,Vitamin D3 1000IU Capsules 10x10,Venrick Laboratories,Pharma,Capsules,Below 25C,120.0,48.3,39.8,28.5,0.05479,7.81,23.66,6.0,3.0,18.0,100.5,165.57999999999998,0.98622,0.3,0.016437,0.016666666666666666,851.76,1.0,Shelving,0.0,1,18.815789473684212
PH10272,27217494,2028-07-20,Saleable,1515,2026-02-28,Amoxicillin 500mg Capsules 10x10,Solandra Health,Pharma,Capsules,Below 25C,120.0,45.4,39.0,17.8,0.03152,4.7,20.09,6.0,6.0,36.0,121.8,194.2,1.13472,12.625,0.39794,0.3506944444444444,30436.35,1.0,Pallet racking,1.0,0,28.717105263157897
PH10273,27379451,2028-05-30,Saleable,13,2026-02-28,Amoxicillin 250mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,38.1,33.0,20.7,0.02603,4.69,12.02,9.0,5.0,45.0,118.5,236.05,1.17135,0.13,0.0033839000000000004,0.002888888888888889,156.26,1.0,Shelving,0.0,1,27.039473684210527
PH10273,27311706,2026-06-01,Saleable,155,2026-02-28,Amoxicillin 250mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,38.1,33.0,20.7,0.02603,4.69,12.02,9.0,5.0,45.0,118.5,236.05,1.17135,1.55,0.0403465,0.034444444444444444,1863.1,1.0,Shelving,0.0,1,3.05921052631579
PH10273,27329840,2026-04-08,Damaged,5,2026-02-28,Amoxicillin 250mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,38.1,33.0,20.7,0.02603,4.69,12.02,9.0,5.0,45.0,118.5,236.05,1.17135,0.05,0.0013015000000000001,0.0011111111111111111,60.099999999999994,1.0,Quarantine,0.0,0,1.2828947368421053
PH10274,27411314,2029-02-07,Saleable,696,2026-02-28,Amoxicillin 250mg Capsules 2x14,Solandra Health,Pharma,Capsules,Below 25C,200.0,49.1,31.8,25.5,0.03982,8.91,24.28,6.0,5.0,30.0,142.5,292.3,1.1946,3.48,0.1385736,0.116,16898.88,1.0,Shelving,0.0,1,35.36184210526316
PH10274,27442523,2026-11-10,Saleable,1865,2026-02-28,Amoxicillin 250mg Capsules 2x14,Solandra Health,Pharma,Capsules,Below 25C,200.0,49.1,31.8,25.5,0.03982,8.91,24.28,6.0,5.0,30.0,142.5,292.3,1.1946,9.325,0.37132149999999997,0.3108333333333333,45282.200000000004,1.0,Pallet racking,1.0,0,8.388157894736842
PH10274,27484093,2027-11-17,Saleable,3720,2026-02-28,Amoxicillin 250mg Capsules 2x14,Solandra Health,Pharma,Capsules,Below 25C,200.0,49.1,31.8,25.5,0.03982,8.91,24.28,6.0,5.0,30.0,142.5,292.3,1.1946,18.6,0.7406520000000001,0.62,90321.6,1.0,Pallet racking,1.0,0,20.625
PH10274,27485610,2027-05-01,Saleable,948,2026-02-28,Amoxicillin 250mg Capsules 2x14,Solandra Health,Pharma,Capsules,Below 25C,200.0,49.1,31.8,25.5,0.03982,8.91,24.28,6.0,5.0,30.0,142.5,292.3,1.1946,4.74,0.18874680000000002,0.158,23017.440000000002,1.0,Shelving,0.0,1,14.046052631578949
PH10274,27419127,2025-03-05,Expired,578,2026-02-28,Amoxicillin 250mg Capsules 2x14,Solandra Health,Pharma,Capsules,Below 25C,200.0,49.1,31.8,25.5,0.03982,8.91,24.28,6.0,5.0,30.0,142.5,292.3,1.1946,2.89,0.11507980000000001,0.09633333333333334,14033.84,1.0,Quarantine,0.0,0,-11.842105263157896
PH10275,27583127,2027-07-16,Saleable,2520,2026-02-28,Gabapentin 300mg Capsules 30s,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,60.0,34.6,37.6,18.7,0.02433,6.22,19.05,6.0,3.0,18.0,71.1,136.95999999999998,0.43794,42.0,1.02186,2.3333333333333335,48006.0,3.0,Pallet racking,3.0,0,16.54605263157895
PH10275,27537621,2026-08-09,Saleable,261,2026-02-28,Gabapentin 300mg Capsules 30s,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,60.0,34.6,37.6,18.7,0.02433,6.22,19.05,6.0,3.0,18.0,71.1,136.95999999999998,0.43794,4.35,0.1058355,0.24166666666666664,4972.05,1.0,Shelving,0.0,1,5.328947368421053
PH10276,27635274,2027-10-11,Saleable,409,2026-02-28,Doxycycline 100mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,53.7,29.2,25.5,0.03999,8.48,27.32,6.0,5.0,30.0,142.5,279.4,1.1997,4.09,0.16355909999999999,0.13633333333333333,11173.880000000001,1.0,Shelving,0.0,1,19.407894736842106
PH10276,27660720,2027-01-30,Saleable,455,2026-02-28,Doxycycline 100mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,53.7,29.2,25.5,0.03999,8.48,27.32,6.0,5.0,30.0,142.5,279.4,1.1997,4.55,0.1819545,0.15166666666666667,12430.6,1.0,Shelving,0.0,1,11.052631578947368
PH10277,27739657,2028-03-24,Saleable,1768,2026-02-28,Tamsulosin 400mcg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,120.0,41.8,33.4,29.3,0.04091,9.54,13.24,6.0,5.0,30.0,161.5,311.2,1.2273,14.733333333333333,0.6027406666666667,0.4911111111111111,23408.32,1.0,Pallet racking,1.0,0,24.835526315789476
PH10278,27823620,2026-06-24,Saleable,12,2026-02-28,Itraconazole 100mg Capsules 10x10,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,200.0,51.7,39.5,20.8,0.04248,9.07,8.58,3.0,4.0,12.0,98.2,133.84,0.50976,0.06,0.0025488,0.005,102.96000000000001,1.0,Shelving,0.0,1,3.8157894736842106
PH10279,27932873,2027-09-01,Saleable,574,2026-02-28,Amoxicillin 500mg Capsules 3x10,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,60.0,52.3,35.1,21.6,0.03965,8.99,6.15,4.0,4.0,16.0,101.4,168.84,0.6344,9.566666666666666,0.3793183333333333,0.5979166666666667,3530.1000000000004,1.0,Pallet racking,1.0,0,18.092105263157897
PH10279,27958254,2026-08-06,Saleable,54,2026-02-28,Amoxicillin 500mg Capsules 3x10,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,60.0,52.3,35.1,21.6,0.03965,8.99,6.15,4.0,4.0,16.0,101.4,168.84,0.6344,0.9,0.035685,0.05625,332.1,1.0,Shelving,0.0,1,5.230263157894737
PH10279,27957529,2028-09-24,Saleable,79,2026-02-28,Amoxicillin 500mg Capsules 3x10,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,60.0,52.3,35.1,21.6,0.03965,8.99,6.15,4.0,4.0,16.0,101.4,168.84,0.6344,1.3166666666666667,0.052205833333333326,0.08229166666666667,485.85,1.0,Shelving,0.0,1,30.888157894736842
PH10279,27984895,2028-10-01,Saleable,335,2026-02-28,Amoxicillin 500mg Capsules 3x10,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,60.0,52.3,35.1,21.6,0.03965,8.99,6.15,4.0,4.0,16.0,101.4,168.84,0.6344,5.583333333333333,0.22137916666666665,0.3489583333333333,2060.25,1.0,Shelving,0.0,1,31.11842105263158
PH10280,28020373,2028-01-02,Saleable,1166,2026-02-28,Tamsulosin 400mcg Capsules 60s,Venrick Laboratories,Pharma,Capsules,Below 25C,100.0,39.8,37.1,17.1,0.02525,6.15,3.88,6.0,4.0,24.0,83.4,172.60000000000002,0.6060000000000001,11.66,0.29441500000000004,0.48583333333333334,4524.08,1.0,Pallet racking,1.0,0,22.138157894736842
PH10280,28057626,2028-06-10,Saleable,3840,2026-02-28,Tamsulosin 400mcg Capsules 60s,Venrick Laboratories,Pharma,Capsules,Below 25C,100.0,39.8,37.1,17.1,0.02525,6.15,3.88,6.0,4.0,24.0,83.4,172.60000000000002,0.6060000000000001,38.4,0.9696,1.5999999999999999,14899.199999999999,2.0,Pallet racking,2.0,0,27.401315789473685
PH10281,28199649,2028-03-01,Saleable,797,2026-02-28,Gabapentin 300mg Capsules 60s,Corvane Pharma,Pharma,Capsules,Below 25C,60.0,50.7,28.9,17.6,0.02579,5.91,27.93,6.0,3.0,18.0,67.80000000000001,131.38,0.46422,13.283333333333333,0.34257716666666665,0.7379629629629629,22260.21,1.0,Pallet racking,1.0,0,24.078947368421055
PH10281,28190896,2028-10-24,Saleable,2085,2026-02-28,Gabapentin 300mg Capsules 60s,Corvane Pharma,Pharma,Capsules,Below 25C,60.0,50.7,28.9,17.6,0.02579,5.91,27.93,6.0,3.0,18.0,67.80000000000001,131.38,0.46422,34.75,0.8962025,1.9305555555555556,58234.05,2.0,Pallet racking,2.0,0,31.875
PH10281,28146507,2027-04-26,Saleable,322,2026-02-28,Gabapentin 300mg Capsules 60s,Corvane Pharma,Pharma,Capsules,Below 25C,60.0,50.7,28.9,17.6,0.02579,5.91,27.93,6.0,3.0,18.0,67.80000000000001,131.38,0.46422,5.366666666666666,0.13840633333333333,0.2981481481481481,8993.46,1.0,Shelving,0.0,1,13.881578947368421
PH10281,28199694,2028-01-07,Saleable,9360,2026-02-28,Gabapentin 300mg Capsules 60s,Corvane Pharma,Pharma,Capsules,Below 25C,60.0,50.7,28.9,17.6,0.02579,5.91,27.93,6.0,3.0,18.0,67.80000000000001,131.38,0.46422,156.0,4.02324,8.666666666666666,261424.8,9.0,Pallet racking,9.0,0,22.30263157894737
PH10282,28295764,2026-07-09,Saleable,1417,2026-02-28,Omeprazole 40mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,120.0,39.7,26.6,19.4,0.02049,5.09,15.97,9.0,4.0,36.0,92.6,208.24,0.7376400000000001,11.808333333333334,0.24195275000000002,0.3280092592592593,22629.49,1.0,Shelving,0.0,1,4.309210526315789
PH10282,28273395,2028-07-23,Saleable,3588,2026-02-28,Omeprazole 40mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,120.0,39.7,26.6,19.4,0.02049,5.09,15.97,9.0,4.0,36.0,92.6,208.24,0.7376400000000001,29.9,0.6126510000000001,0.8305555555555555,57300.36,1.0,Pallet racking,1.0,0,28.815789473684212
PH10282,28271149,2027-05-05,Sample,100,2026-02-28,Omeprazole 40mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,120.0,39.7,26.6,19.4,0.02049,5.09,15.97,9.0,4.0,36.0,92.6,208.24,0.7376400000000001,0.8333333333333334,0.017075000000000003,0.02314814814814815,1597.0,1.0,Shelving,0.0,1,14.17763157894737
PH10283,28330103,2027-01-31,Saleable,13876,2026-02-28,Iron Folic 150mg Capsules 10x10,Corvane Pharma,Pharma,Capsules,Below 25C,120.0,36.6,31.8,25.0,0.0291,7.2,17.2,8.0,4.0,32.0,115.0,255.4,0.9312,115.63333333333334,3.36493,3.613541666666667,238667.19999999998,4.0,Pallet racking,4.0,0,11.085526315789474
PH10284,28495980,2026-11-22,Saleable,2805,2026-02-28,Iron Folic 150mg Capsules 60s,Venrick Laboratories,Pharma,Capsules,Below 25C,60.0,42.2,32.7,20.2,0.02787,4.95,11.45,6.0,5.0,30.0,116.0,173.5,0.8361,46.75,1.3029225,1.5583333333333333,32117.249999999996,2.0,Pallet racking,2.0,0,8.782894736842106
PH10284,28414168,2026-09-17,Sample,56,2026-02-28,Iron Folic 150mg Capsules 60s,Venrick Laboratories,Pharma,Capsules,Below 25C,60.0,42.2,32.7,20.2,0.02787,4.95,11.45,6.0,5.0,30.0,116.0,173.5,0.8361,0.9333333333333333,0.026012,0.03111111111111111,641.1999999999999,1.0,Shelving,0.0,1,6.611842105263158
PH10285,28519200,2027-05-28,Saleable,1384,2026-02-28,Pregabalin 75mg Capsules 2x14,Venrick Laboratories,Pharma,Capsules,Below 25C,120.0,34.5,35.3,15.4,0.01875,3.35,15.31,6.0,4.0,24.0,76.6,105.4,0.4499999999999999,11.533333333333333,0.21625,0.48055555555555557,21189.04,1.0,Shelving,0.0,1,14.93421052631579
PH10285,28583850,2027-11-07,Saleable,3068,2026-02-28,Pregabalin 75mg Capsules 2x14,Venrick Laboratories,Pharma,Capsules,Below 25C,120.0,34.5,35.3,15.4,0.01875,3.35,15.31,6.0,4.0,24.0,76.6,105.4,0.4499999999999999,25.566666666666666,0.479375,1.0652777777777778,46971.08,2.0,Pallet racking,2.0,0,20.29605263157895
PH10286,28677787,2028-02-07,Saleable,1462,2026-02-28,Itraconazole 100mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,38.5,29.0,24.7,0.02758,5.28,25.75,9.0,5.0,45.0,138.5,262.6,1.2411,14.62,0.40321959999999996,0.3248888888888889,37646.5,1.0,Pallet racking,1.0,0,23.322368421052634
PH10286,28622556,2028-06-03,Saleable,6863,2026-02-28,Itraconazole 100mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,38.5,29.0,24.7,0.02758,5.28,25.75,9.0,5.0,45.0,138.5,262.6,1.2411,68.63,1.8928154,1.525111111111111,176722.25,2.0,Pallet racking,2.0,0,27.17105263157895
PH10286,28612505,2025-06-14,Expired,666,2026-02-28,Itraconazole 100mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,38.5,29.0,24.7,0.02758,5.28,25.75,9.0,5.0,45.0,138.5,262.6,1.2411,6.66,0.1836828,0.148,17149.5,1.0,Quarantine,0.0,0,-8.519736842105264
PH10287,28740238,2026-06-09,Saleable,8377,2026-02-28,Gabapentin 300mg Capsules 2x14,Venrick Laboratories,Pharma,Capsules,Below 25C,200.0,53.7,36.1,20.3,0.03935,8.51,6.37,2.0,5.0,10.0,116.5,110.1,0.3935,41.885,1.6481747500000001,4.1884999999999994,53361.49,5.0,Pallet racking,5.0,0,3.322368421052632
PH10288,28873520,2028-12-20,Saleable,1601,2026-02-28,Fluoxetine 20mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,42.2,31.2,19.2,0.02528,3.85,3.59,6.0,6.0,36.0,130.2,163.6,0.91008,16.01,0.40473280000000006,0.44472222222222224,5747.59,1.0,Pallet racking,1.0,0,33.75
PH10289,28922770,2028-11-09,Saleable,4271,2026-02-28,Omeprazole 40mg Capsules 60s,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,100.0,32.8,39.6,17.6,0.02286,5.97,10.12,7.0,6.0,42.0,120.6,275.74,0.96012,42.71,0.9763506,1.016904761904762,43222.52,2.0,Pallet racking,2.0,0,32.401315789473685
PH10289,28938239,2028-12-29,Saleable,3610,2026-02-28,Omeprazole 40mg Capsules 60s,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,100.0,32.8,39.6,17.6,0.02286,5.97,10.12,7.0,6.0,42.0,120.6,275.74,0.96012,36.1,0.8252459999999999,0.8595238095238096,36533.2,1.0,Pallet racking,1.0,0,34.04605263157895
PH10290,29097312,2028-10-19,Saleable,1190,2026-02-28,Cefalexin 250mg Capsules 10x10,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,53.9,31.6,25.0,0.04258,7.14,9.4,4.0,4.0,16.0,115.0,139.24,0.68128,11.9,0.506702,0.74375,11186.0,1.0,Pallet racking,1.0,0,31.710526315789476
PH10290,29085921,2027-02-22,Saleable,228,2026-02-28,Cefalexin 250mg Capsules 10x10,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,53.9,31.6,25.0,0.04258,7.14,9.4,4.0,4.0,16.0,115.0,139.24,0.68128,2.28,0.09708239999999999,0.1425,2143.2000000000003,1.0,Shelving,0.0,1,11.80921052631579
PH10290,29080181,2028-01-16,FOC,70,2026-02-28,Cefalexin 250mg Capsules 10x10,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,53.9,31.6,25.0,0.04258,7.14,9.4,4.0,4.0,16.0,115.0,139.24,0.68128,0.7,0.029806,0.04375,658.0,1.0,Shelving,0.0,1,22.59868421052632
PH10291,29136434,2029-01-11,Saleable,141,2026-02-28,Omeprazole 40mg Capsules 30s,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,60.0,43.7,33.5,25.5,0.03733,5.81,28.49,6.0,2.0,12.0,66.0,94.72,0.44796,2.35,0.08772550000000001,0.19583333333333333,4017.0899999999997,1.0,Shelving,0.0,1,34.473684210526315
PH10291,29167736,2028-10-21,Saleable,293,2026-02-28,Omeprazole 40mg Capsules 30s,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,60.0,43.7,33.5,25.5,0.03733,5.81,28.49,6.0,2.0,12.0,66.0,94.72,0.44796,4.883333333333334,0.18229483333333335,0.4069444444444445,8347.57,1.0,Shelving,0.0,1,31.776315789473685
PH10292,29264020,2026-10-21,Saleable,1229,2026-02-28,Iron Folic 150mg Capsules 3x10,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,120.0,49.0,33.6,16.7,0.02749,7.62,14.25,6.0,6.0,36.0,115.2,299.32,0.98964,10.241666666666667,0.2815434166666667,0.28449074074074077,17513.25,1.0,Pallet racking,1.0,0,7.730263157894737
PH10292,29225776,2027-11-18,Saleable,1010,2026-02-28,Iron Folic 150mg Capsules 3x10,Marwick Pharmaceuticals,Pharma,Capsules,Below 25C,120.0,49.0,33.6,16.7,0.02749,7.62,14.25,6.0,6.0,36.0,115.2,299.32,0.98964,8.416666666666666,0.23137416666666666,0.23379629629629628,14392.5,1.0,Shelving,0.0,1,20.657894736842106
PH10293,29358322,2028-04-21,Saleable,3098,2026-02-28,Itraconazole 100mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,46.4,26.7,21.4,0.02651,5.33,22.13,8.0,5.0,40.0,122.0,238.2,1.0604,15.49,0.4106399,0.38725,68558.73999999999,1.0,Pallet racking,1.0,0,25.75657894736842
PH10293,29331998,2026-12-17,Saleable,1331,2026-02-28,Itraconazole 100mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,46.4,26.7,21.4,0.02651,5.33,22.13,8.0,5.0,40.0,122.0,238.2,1.0604,6.655,0.17642405,0.166375,29455.03,1.0,Shelving,0.0,1,9.605263157894738
PH10293,29374338,2026-10-22,Saleable,327,2026-02-28,Itraconazole 100mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,46.4,26.7,21.4,0.02651,5.33,22.13,8.0,5.0,40.0,122.0,238.2,1.0604,1.635,0.043343849999999996,0.040875,7236.509999999999,1.0,Shelving,0.0,1,7.7631578947368425
PH10294,29455924,2026-10-27,Saleable,1163,2026-02-28,Pregabalin 150mg Capsules 10x10,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,32.2,28.8,16.9,0.01567,3.61,15.5,12.0,5.0,60.0,99.5,241.6,0.9402,5.815,0.09112105000000001,0.09691666666666668,18026.5,1.0,Shelving,0.0,1,7.927631578947369
PH10294,29424218,2028-10-07,Saleable,3771,2026-02-28,Pregabalin 150mg Capsules 10x10,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,32.2,28.8,16.9,0.01567,3.61,15.5,12.0,5.0,60.0,99.5,241.6,0.9402,18.855,0.29545785,0.31425000000000003,58450.5,1.0,Pallet racking,1.0,0,31.315789473684212
PH10294,29449600,2027-03-20,Saleable,183,2026-02-28,Pregabalin 150mg Capsules 10x10,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,32.2,28.8,16.9,0.01567,3.61,15.5,12.0,5.0,60.0,99.5,241.6,0.9402,0.915,0.01433805,0.015250000000000001,2836.5,1.0,Shelving,0.0,1,12.664473684210527
PH10294,29483055,2027-06-27,Sample,102,2026-02-28,Pregabalin 150mg Capsules 10x10,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,32.2,28.8,16.9,0.01567,3.61,15.5,12.0,5.0,60.0,99.5,241.6,0.9402,0.51,0.007991700000000001,0.0085,1581.0,1.0,Shelving,0.0,1,15.921052631578949
PH10295,29562284,2028-01-29,Saleable,5864,2026-02-28,Tamsulosin 400mcg Capsules 2x14,Venrick Laboratories,Pharma,Capsules,Below 25C,200.0,44.5,34.2,20.0,0.03044,7.63,21.96,6.0,5.0,30.0,115.0,253.9,0.9132,29.32,0.8925008,0.9773333333333334,128773.44,1.0,Pallet racking,1.0,0,23.026315789473685
PH10296,29630455,2026-12-30,Saleable,12207,2026-02-28,Vitamin D3 1000IU Capsules 3x10,Venrick Laboratories,Pharma,Capsules,Below 25C,200.0,42.7,37.5,25.2,0.04035,7.89,20.73,5.0,2.0,10.0,65.4,103.9,0.4034999999999999,61.035,2.4627622499999995,6.1034999999999995,253051.11000000002,7.0,Pallet racking,7.0,0,10.032894736842106
PH10296,29660401,2026-07-26,Saleable,1698,2026-02-28,Vitamin D3 1000IU Capsules 3x10,Venrick Laboratories,Pharma,Capsules,Below 25C,200.0,42.7,37.5,25.2,0.04035,7.89,20.73,5.0,2.0,10.0,65.4,103.9,0.4034999999999999,8.49,0.3425715,0.849,35199.54,1.0,Pallet racking,1.0,0,4.868421052631579
PH10296,29698476,2028-04-03,Saleable,495,2026-02-28,Vitamin D3 1000IU Capsules 3x10,Venrick Laboratories,Pharma,Capsules,Below 25C,200.0,42.7,37.5,25.2,0.04035,7.89,20.73,5.0,2.0,10.0,65.4,103.9,0.4034999999999999,2.475,0.09986624999999999,0.2475,10261.35,1.0,Shelving,0.0,1,25.164473684210527
PH10297,29730769,2027-12-27,Saleable,14898,2026-02-28,Amoxicillin 500mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,60.0,31.8,32.6,23.1,0.02395,3.62,3.28,9.0,5.0,45.0,130.5,187.9,1.07775,248.3,5.946785,5.517777777777778,48865.439999999995,6.0,Pallet racking,6.0,0,21.940789473684212
PH10298,29887822,2027-08-05,Saleable,5641,2026-02-28,Tamsulosin 400mcg Capsules 10x10,Venrick Laboratories,Pharma,Capsules,Below 25C,120.0,53.3,35.7,23.3,0.04434,10.46,19.1,4.0,3.0,12.0,84.9,150.52,0.53208,47.00833333333333,2.0843495,3.917361111111111,107743.1,4.0,Pallet racking,4.0,0,17.203947368421055
PH10298,29826445,2027-12-06,FOC,282,2026-02-28,Tamsulosin 400mcg Capsules 10x10,Venrick Laboratories,Pharma,Capsules,Below 25C,120.0,53.3,35.7,23.3,0.04434,10.46,19.1,4.0,3.0,12.0,84.9,150.52,0.53208,2.35,0.104199,0.19583333333333333,5386.200000000001,1.0,Shelving,0.0,1,21.25
PH10299,29988254,2026-09-01,Saleable,1289,2026-02-28,Iron Folic 150mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,37.5,29.4,22.3,0.02459,6.56,18.9,9.0,4.0,36.0,104.2,261.16,0.88524,12.89,0.3169651,0.35805555555555557,24362.1,1.0,Pallet racking,1.0,0,6.085526315789474
PH10299,29976940,2028-07-18,Saleable,237,2026-02-28,Iron Folic 150mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,37.5,29.4,22.3,0.02459,6.56,18.9,9.0,4.0,36.0,104.2,261.16,0.88524,2.37,0.058278300000000005,0.06583333333333334,4479.299999999999,1.0,Shelving,0.0,1,28.651315789473685
PH10299,29983603,2026-06-10,Saleable,1321,2026-02-28,Iron Folic 150mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,37.5,29.4,22.3,0.02459,6.56,18.9,9.0,4.0,36.0,104.2,261.16,0.88524,13.21,0.3248339,0.36694444444444446,24966.899999999998,1.0,Pallet racking,1.0,0,3.355263157894737
PH10299,29970185,2028-04-16,Saleable,363,2026-02-28,Iron Folic 150mg Capsules 30s,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,37.5,29.4,22.3,0.02459,6.56,18.9,9.0,4.0,36.0,104.2,261.16,0.88524,3.63,0.0892617,0.10083333333333333,6860.7,1.0,Shelving,0.0,1,25.592105263157897
PH10300,30022422,2027-04-30,Saleable,1044,2026-02-28,Iron Folic 150mg Capsules 2x14,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,35.3,25.1,23.2,0.02056,4.79,6.32,9.0,3.0,27.0,84.6,154.33,0.55512,5.22,0.10732319999999998,0.19333333333333333,6598.08,1.0,Shelving,0.0,1,14.013157894736842
PH10300,30097955,2027-11-15,FOC,52,2026-02-28,Iron Folic 150mg Capsules 2x14,Corvane Pharma,Pharma,Capsules,Below 25C,200.0,35.3,25.1,23.2,0.02056,4.79,6.32,9.0,3.0,27.0,84.6,154.33,0.55512,0.26,0.0053456,0.00962962962962963,328.64,1.0,Shelving,0.0,1,20.55921052631579
PH10301,30155154,2028-02-25,Saleable,165,2026-02-28,Doxycycline 100mg Capsules 2x14,Venrick Laboratories,Pharma,Capsules,Below 25C,100.0,45.0,36.2,15.5,0.02525,4.6,7.23,6.0,7.0,42.0,123.5,218.2,1.0605,1.65,0.0416625,0.039285714285714285,1192.95,1.0,Shelving,0.0,1,23.914473684210527
PH10301,30170703,2027-12-14,Saleable,45,2026-02-28,Doxycycline 100mg Capsules 2x14,Venrick Laboratories,Pharma,Capsules,Below 25C,100.0,45.0,36.2,15.5,0.02525,4.6,7.23,6.0,7.0,42.0,123.5,218.2,1.0605,0.45,0.011362500000000001,0.010714285714285714,325.35,1.0,Shelving,0.0,1,21.513157894736842
PH10302,30263250,2026-07-04,Saleable,1375,2026-02-28,Fish Oil Omega-3 1000mg Capsules 3x10,Corvane Pharma,Pharma,Capsules,Below 25C,100.0,53.9,31.1,17.9,0.03001,7.68,8.0,6.0,3.0,18.0,68.69999999999999,163.24,0.54018,13.75,0.4126375,0.7638888888888888,11000.0,1.0,Pallet racking,1.0,0,4.144736842105264
PH10303,30333288,2026-07-11,Saleable,591,2026-02-28,Omeprazole 40mg Capsules 2x14,Venrick Laboratories,Pharma,Capsules,Below 25C,100.0,46.8,38.7,20.8,0.03767,7.31,21.44,6.0,6.0,36.0,139.8,288.16,1.35612,5.91,0.2226297,0.16416666666666668,12671.04,1.0,Shelving,0.0,1,4.375
